,value
"0,45|467|567",0.006355452160027024
"0,46|47|56",0.004441742063865934
"0,46|47|57",0.004232487228282071
"0,46|47|67",0.0024528642445665457
"0,46|47|567",0.005764738054160649
"0,46|56|57",0.004232487228282071
"0,46|56|67",0.0024528642445665457
"0,46|56|457",0.004441742063865934
"0,46|57|67",0.0024528642445665457
"0,46|67|457",0.0024528642445665457
"0,46|457|567",0.006134567103510071
"0,47|56|57",0.004232487228282071
"0,47|56|67",0.0024528642445665457
"0,47|57|67",0.0024528642445665457
"0,47|57|456",0.004232487228282071
"0,47|67|456",0.0024528642445665457
"0,47|456|567",0.005764738054160649
"0,56|57|67",0.0024528642445665457
"0,56|57|467",0.004232487228282071
"0,56|67|457",0.0024528642445665457
"0,56|457|467",0.004441742063865934
"0,57|67|456",0.0024528642445665457
"0,57|456|467",0.004232487228282071
"0,67|456|457",0.0024528642445665457
"0,456|457|467",0.007732934474449947
"0,456|457|567",0.006355452160027024
"0,456|467|567",0.006355452160027024
"0,457|467|567",0.006355452160027024
"0,4|5|6|7",0.0009886662669877212
"0,4|56|57|67",0.0024528642445665457
"0,5|46|47|67",0.0009886662669877212
"0,6|45|47|57",0.0013477414475321107
"0,7|45|46|56",0.0012205958711464409
"0,45|46|47|56",0.004441742063865934
"0,45|46|47|57",0.004232487228282071
"0,45|46|47|67",0.0024528642445665457
"0,45|46|47|567",0.005764738054160649
"0,45|46|56|57",0.004232487228282071
"0,45|46|56|67",0.0024528642445665457
"0,45|46|57|67",0.0024528642445665457
"0,45|47|56|57",0.004232487228282071
"0,45|47|56|67",0.0024528642445665457
"0,45|47|57|67",0.0024528642445665457
"0,45|56|57|67",0.0024528642445665457
"0,45|56|57|467",0.004232487228282071
"0,46|47|56|57",0.004232487228282071
"0,46|47|56|67",0.0024528642445665457
"0,46|47|57|67",0.0024528642445665457
"0,46|56|57|67",0.0024528642445665457
"0,46|56|67|457",0.0024528642445665457
"0,47|56|57|67",0.0024528642445665457
"0,47|57|67|456",0.0024528642445665457
"0,456|457|467|567",0.006355452160027024
"0,45|46|47|56|57",0.004232487228282071
"0,45|46|47|56|67",0.0024528642445665457
"0,45|46|47|57|67",0.0024528642445665457
"0,45|46|56|57|67",0.0024528642445665457
"0,45|47|56|57|67",0.0024528642445665457
"0,46|47|56|57|67",0.0024528642445665457
"0,45|46|47|56|57|67",0.0024528642445665457
"1,4",0.0008225636740819247
"1,5",0.001965436109872253
"1,6",0.0012375198143852858
"1,7",0.0010369030054153778
"1,45",0.005254613802491988
"1,46",0.004329577897414765
"1,47",0.004017755248437672
"1,56",0.0046509276303511584
"1,57",0.004329369510003359
"1,67",0.0023092957847285996
"1,456",0.012374440495058764
"1,457",0.011394307611872698
"1,467",0.005882833596528049
"1,567",0.00658540816518823
"1,4567",0.013640809311562443
"1,4|5",0.0008225636740819247
"1,4|6",0.0008225636740819247
"1,4|7",0.0008225636740819247
"1,4|56",0.0008225636740819247
"1,4|57",0.0008225636740819247
"1,4|67",0.0008225636740819247
"1,4|567",0.0008225636740819247
"1,5|6",0.0012375198143852858
"1,5|7",0.0010369030054153778
"1,5|46",0.001965436109872253
"1,5|47",0.001965436109872253
"1,5|67",0.001965436109872253
"1,5|467",0.001965436109872253
"1,6|7",0.0010369030054153778
"1,6|45",0.0012375198143852858
"1,6|47",0.0012375198143852858
"1,6|57",0.0012375198143852858
"1,6|457",0.0012375198143852858
"1,7|45",0.0010369030054153778
"1,7|46",0.0010369030054153778
"1,7|56",0.0010369030054153778
"1,7|456",0.0010369030054153778
"1,45|46",0.004329577897414765
"1,45|47",0.004017755248437672
"1,45|56",0.0046509276303511584
"1,45|57",0.004329369510003359
"1,45|67",0.0023092957847285996
"1,45|467",0.005254613802491988
"1,45|567",0.005254613802491988
"1,46|47",0.004017755248437672
"1,46|56",0.004329577897414765
"1,46|57",0.004329369510003359
"1,46|67",0.0023092957847285996
"1,46|457",0.004329577897414765
"1,46|567",0.004329577897414765
"1,47|56",0.004017755248437672
"1,47|57",0.004017755248437672
"1,47|67",0.0023092957847285996
"1,47|456",0.004017755248437672
"1,47|567",0.004017755248437672
"1,56|57",0.004329369510003359
"1,56|67",0.0023092957847285996
"1,56|457",0.0046509276303511584
"1,56|467",0.0046509276303511584
"1,57|67",0.0023092957847285996
"1,57|456",0.004329369510003359
"1,57|467",0.004329369510003359
"1,67|456",0.0023092957847285996
"1,67|457",0.0023092957847285996
"1,456|457",0.011394307611872698
"1,456|467",0.005882833596528049
"1,456|567",0.00658540816518823
"1,457|467",0.005882833596528049
"1,457|567",0.00658540816518823
"1,467|567",0.005882833596528049
"1,4|5|6",0.0008225636740819247
"1,4|5|7",0.0008225636740819247
"1,4|5|67",0.0008225636740819247
"1,4|6|7",0.0008225636740819247
"1,4|6|57",0.0008225636740819247
"1,4|7|56",0.0008225636740819247
"1,4|56|57",0.0008225636740819247
"1,4|56|67",0.0008225636740819247
"1,4|57|67",0.0008225636740819247
"1,5|6|7",0.0010369030054153778
"1,5|6|47",0.0012375198143852858
"1,5|7|46",0.0010369030054153778
"1,5|46|47",0.001965436109872253
"1,5|46|67",0.001965436109872253
"1,5|47|67",0.001965436109872253
"1,6|7|45",0.0010369030054153778
"1,6|45|47",0.0012375198143852858
"1,6|45|57",0.0012375198143852858
"1,6|47|57",0.0012375198143852858
"1,7|45|46",0.0010369030054153778
"1,7|45|56",0.0010369030054153778
"1,7|46|56",0.0010369030054153778
"1,45|46|47",0.004017755248437672
"1,45|46|56",0.004329577897414765
"1,45|46|57",0.004329369510003359
"1,45|46|67",0.0023092957847285996
"1,45|46|567",0.004329577897414765
"1,45|47|56",0.004017755248437672
"1,45|47|57",0.004017755248437672
"1,45|47|67",0.0023092957847285996
"1,45|47|567",0.004017755248437672
"1,45|56|57",0.004329369510003359
"1,45|56|67",0.0023092957847285996
"1,45|56|467",0.0046509276303511584
"1,45|57|67",0.0023092957847285996
"1,45|57|467",0.004329369510003359
"1,45|467|567",0.005254613802491988
"1,46|47|56",0.004017755248437672
"1,46|47|57",0.004017755248437672
"1,46|47|67",0.0023092957847285996
"1,46|47|567",0.004017755248437672
"1,46|56|57",0.004329369510003359
"1,46|56|67",0.0023092957847285996
"1,46|56|457",0.004329577897414765
"1,46|57|67",0.0023092957847285996
"1,46|67|457",0.0023092957847285996
"1,46|457|567",0.004329577897414765
"1,47|56|57",0.004017755248437672
"1,47|56|67",0.0023092957847285996
"1,47|57|67",0.0023092957847285996
"1,47|57|456",0.004017755248437672
"1,47|67|456",0.0023092957847285996
"1,47|456|567",0.004017755248437672
"1,56|57|67",0.0023092957847285996
"1,56|57|467",0.004329369510003359
"1,56|67|457",0.0023092957847285996
"1,56|457|467",0.0046509276303511584
"1,57|67|456",0.0023092957847285996
"1,57|456|467",0.004329369510003359
"1,67|456|457",0.0023092957847285996
"1,456|457|467",0.005882833596528049
"1,456|457|567",0.00658540816518823
"1,456|467|567",0.005882833596528049
"1,457|467|567",0.005882833596528049
"1,4|5|6|7",0.0008225636740819247
"1,4|56|57|67",0.0008225636740819247
"1,5|46|47|67",0.001965436109872253
"1,6|45|47|57",0.0012375198143852858
"1,7|45|46|56",0.0010369030054153778
"1,45|46|47|56",0.004017755248437672
"1,45|46|47|57",0.004017755248437672
"1,45|46|47|67",0.0023092957847285996
"1,45|46|47|567",0.004017755248437672
"1,45|46|56|57",0.004329369510003359
"1,45|46|56|67",0.0023092957847285996
"1,45|46|57|67",0.0023092957847285996
"1,45|47|56|57",0.004017755248437672
"1,45|47|56|67",0.0023092957847285996
"1,45|47|57|67",0.0023092957847285996
"1,45|56|57|67",0.0023092957847285996
"1,45|56|57|467",0.004329369510003359
"1,46|47|56|57",0.004017755248437672
"1,46|47|56|67",0.0023092957847285996
"1,46|47|57|67",0.0023092957847285996
"1,46|56|57|67",0.0023092957847285996
"1,46|56|67|457",0.0023092957847285996
"1,47|56|57|67",0.0023092957847285996
"1,47|57|67|456",0.0023092957847285996
"1,456|457|467|567",0.005882833596528049
"1,45|46|47|56|57",0.004017755248437672
"1,45|46|47|56|67",0.0023092957847285996
"1,45|46|47|57|67",0.0023092957847285996
"1,45|46|56|57|67",0.0023092957847285996
"1,45|47|56|57|67",0.0023092957847285996
"1,46|47|56|57|67",0.0023092957847285996
"1,45|46|47|56|57|67",0.0023092957847285996
"2,4",0.001391938225483037
"2,5",0.0013933513894962392
"2,6",0.00255933119631186
"2,7",0.0021976994776607105
"2,45",0.006117700215341926
"2,46",0.005920840202049059
"2,47",0.00530747945340589
"2,56",0.005865924198660505
"2,57",0.005214728867329209
"2,67",0.0037670827562042808
"2,456",0.013735904088134257
"2,457",0.012325697539025763
"2,467",0.0076064836197590364
"2,567",0.007772589343742538
"2,4567",0.014945101250770256
"2,4|5",0.001391938225483037
"2,4|6",0.001391938225483037
"2,4|7",0.001391938225483037
"2,4|56",0.001391938225483037
"2,4|57",0.001391938225483037
"2,4|67",0.001391938225483037
"2,4|567",0.001391938225483037
"2,5|6",0.0013933513894962392
"2,5|7",0.0013933513894962392
"2,5|46",0.0013933513894962392
"2,5|47",0.0013933513894962392
"2,5|67",0.0013933513894962392
"2,5|467",0.0013933513894962392
"2,6|7",0.0021976994776607105
"2,6|45",0.00255933119631186
"2,6|47",0.00255933119631186
"2,6|57",0.00255933119631186
"2,6|457",0.00255933119631186
"2,7|45",0.0021976994776607105
"2,7|46",0.0021976994776607105
"2,7|56",0.0021976994776607105
"2,7|456",0.0021976994776607105
"2,45|46",0.005920840202049059
"2,45|47",0.00530747945340589
"2,45|56",0.005865924198660505
"2,45|57",0.005214728867329209
"2,45|67",0.0037670827562042808
"2,45|467",0.006117700215341926
"2,45|567",0.006117700215341926
"2,46|47",0.00530747945340589
"2,46|56",0.005865924198660505
"2,46|57",0.005214728867329209
"2,46|67",0.0037670827562042808
"2,46|457",0.005920840202049059
"2,46|567",0.005920840202049059
"2,47|56",0.00530747945340589
"2,47|57",0.005214728867329209
"2,47|67",0.0037670827562042808
"2,47|456",0.00530747945340589
"2,47|567",0.00530747945340589
"2,56|57",0.005214728867329209
"2,56|67",0.0037670827562042808
"2,56|457",0.005865924198660505
"2,56|467",0.005865924198660505
"2,57|67",0.0037670827562042808
"2,57|456",0.005214728867329209
"2,57|467",0.005214728867329209
"2,67|456",0.0037670827562042808
"2,67|457",0.0037670827562042808
"2,456|457",0.012325697539025763
"2,456|467",0.0076064836197590364
"2,456|567",0.007772589343742538
"2,457|467",0.0076064836197590364
"2,457|567",0.007772589343742538
"2,467|567",0.0076064836197590364
"2,4|5|6",0.001391938225483037
"2,4|5|7",0.001391938225483037
"2,4|5|67",0.001391938225483037
"2,4|6|7",0.001391938225483037
"2,4|6|57",0.001391938225483037
"2,4|7|56",0.001391938225483037
"2,4|56|57",0.001391938225483037
"2,4|56|67",0.001391938225483037
"2,4|57|67",0.001391938225483037
"2,5|6|7",0.0013933513894962392
"2,5|6|47",0.0013933513894962392
"2,5|7|46",0.0013933513894962392
"2,5|46|47",0.0013933513894962392
"2,5|46|67",0.0013933513894962392
"2,5|47|67",0.0013933513894962392
"2,6|7|45",0.0021976994776607105
"2,6|45|47",0.00255933119631186
"2,6|45|57",0.00255933119631186
"2,6|47|57",0.00255933119631186
"2,7|45|46",0.0021976994776607105
"2,7|45|56",0.0021976994776607105
"2,7|46|56",0.0021976994776607105
"2,45|46|47",0.00530747945340589
"2,45|46|56",0.005865924198660505
"2,45|46|57",0.005214728867329209
"2,45|46|67",0.0037670827562042808
"2,45|46|567",0.005920840202049059
"2,45|47|56",0.00530747945340589
"2,45|47|57",0.005214728867329209
"2,45|47|67",0.0037670827562042808
"2,45|47|567",0.00530747945340589
"2,45|56|57",0.005214728867329209
"2,45|56|67",0.0037670827562042808
"2,45|56|467",0.005865924198660505
"2,45|57|67",0.0037670827562042808
"2,45|57|467",0.005214728867329209
"2,45|467|567",0.006117700215341926
"2,46|47|56",0.00530747945340589
"2,46|47|57",0.005214728867329209
"2,46|47|67",0.0037670827562042808
"2,46|47|567",0.00530747945340589
"2,46|56|57",0.005214728867329209
"2,46|56|67",0.0037670827562042808
"2,46|56|457",0.005865924198660505
"2,46|57|67",0.0037670827562042808
"2,46|67|457",0.0037670827562042808
"2,46|457|567",0.005920840202049059
"2,47|56|57",0.005214728867329209
"2,47|56|67",0.0037670827562042808
"2,47|57|67",0.0037670827562042808
"2,47|57|456",0.005214728867329209
"2,47|67|456",0.0037670827562042808
"2,47|456|567",0.00530747945340589
"2,56|57|67",0.0037670827562042808
"2,56|57|467",0.005214728867329209
"2,56|67|457",0.0037670827562042808
"2,56|457|467",0.005865924198660505
"2,57|67|456",0.0037670827562042808
"2,57|456|467",0.005214728867329209
"2,67|456|457",0.0037670827562042808
"2,456|457|467",0.0076064836197590364
"2,456|457|567",0.007772589343742538
"2,456|467|567",0.0076064836197590364
"2,457|467|567",0.0076064836197590364
"2,4|5|6|7",0.001391938225483037
"2,4|56|57|67",0.001391938225483037
"2,5|46|47|67",0.0013933513894962392
"2,6|45|47|57",0.00255933119631186
"2,7|45|46|56",0.0021976994776607105
"2,45|46|47|56",0.00530747945340589
"2,45|46|47|57",0.005214728867329209
"2,45|46|47|67",0.0037670827562042808
"2,45|46|47|567",0.00530747945340589
"2,45|46|56|57",0.005214728867329209
"2,45|46|56|67",0.0037670827562042808
"2,45|46|57|67",0.0037670827562042808
"2,45|47|56|57",0.005214728867329209
"2,45|47|56|67",0.0037670827562042808
"2,45|47|57|67",0.0037670827562042808
"2,45|56|57|67",0.0037670827562042808
"2,45|56|57|467",0.005214728867329209
"2,46|47|56|57",0.005214728867329209
"2,46|47|56|67",0.0037670827562042808
"2,46|47|57|67",0.0037670827562042808
"2,46|56|57|67",0.0037670827562042808
"2,46|56|67|457",0.0037670827562042808
"2,47|56|57|67",0.0037670827562042808
"2,47|57|67|456",0.0037670827562042808
"2,456|457|467|567",0.0076064836197590364
"2,45|46|47|56|57",0.005214728867329209
"2,45|46|47|56|67",0.0037670827562042808
"2,45|46|47|57|67",0.0037670827562042808
"2,45|46|56|57|67",0.0037670827562042808
"2,45|47|56|57|67",0.0037670827562042808
"2,46|47|56|57|67",0.0037670827562042808
"2,45|46|47|56|57|67",0.0037670827562042808
"3,4",0.0012884758868872198
"3,5",0.001248035218329892
"3,6",0.002329790361640569
"3,7",0.002128997827225341
"3,45",0.005374855340825959
"3,46",0.0053793587573450615
"3,47",0.004957883999931583
"3,56",0.005237592461786059
"3,57",0.004767158530573586
"3,67",0.003444222208690664
"3,456",0.012189000041227544
"3,457",0.011040072445768274
"3,467",0.006920843039412155
"3,567",0.006941123264235737
"3,4567",0.013244340170663029
"3,4|5",0.001248035218329892
"3,4|6",0.0012884758868872198
"3,4|7",0.0012884758868872198
"3,4|56",0.0012884758868872198
"3,4|57",0.0012884758868872198
"3,4|67",0.0012884758868872198
"3,4|567",0.0012884758868872198
"3,5|6",0.001248035218329892
"3,5|7",0.001248035218329892
"3,5|46",0.001248035218329892
"3,5|47",0.001248035218329892
"3,5|67",0.001248035218329892
"3,5|467",0.001248035218329892
"3,6|7",0.002128997827225341
"3,6|45",0.002329790361640569
"3,6|47",0.002329790361640569
"3,6|57",0.002329790361640569
"3,6|457",0.002329790361640569
"3,7|45",0.002128997827225341
"3,7|46",0.002128997827225341
"3,7|56",0.002128997827225341
"3,7|456",0.002128997827225341
"3,45|46",0.005374855340825959
"3,45|47",0.004957883999931583
"3,45|56",0.005237592461786059
"3,45|57",0.004767158530573586
"3,45|67",0.003444222208690664
"3,45|467",0.005374855340825959
"3,45|567",0.005374855340825959
"3,46|47",0.004957883999931583
"3,46|56",0.005237592461786059
"3,46|57",0.004767158530573586
"3,46|67",0.003444222208690664
"3,46|457",0.0053793587573450615
"3,46|567",0.0053793587573450615
"3,47|56",0.004957883999931583
"3,47|57",0.004767158530573586
"3,47|67",0.003444222208690664
"3,47|456",0.004957883999931583
"3,47|567",0.004957883999931583
"3,56|57",0.004767158530573586
"3,56|67",0.003444222208690664
"3,56|457",0.005237592461786059
"3,56|467",0.005237592461786059
"3,57|67",0.003444222208690664
"3,57|456",0.004767158530573586
"3,57|467",0.004767158530573586
"3,67|456",0.003444222208690664
"3,67|457",0.003444222208690664
"3,456|457",0.011040072445768274
"3,456|467",0.006920843039412155
"3,456|567",0.006941123264235737
"3,457|467",0.006920843039412155
"3,457|567",0.006941123264235737
"3,467|567",0.006920843039412155
"3,4|5|6",0.001248035218329892
"3,4|5|7",0.001248035218329892
"3,4|5|67",0.001248035218329892
"3,4|6|7",0.0012884758868872198
"3,4|6|57",0.0012884758868872198
"3,4|7|56",0.0012884758868872198
"3,4|56|57",0.0012884758868872198
"3,4|56|67",0.0012884758868872198
"3,4|57|67",0.0012884758868872198
"3,5|6|7",0.001248035218329892
"3,5|6|47",0.001248035218329892
"3,5|7|46",0.001248035218329892
"3,5|46|47",0.001248035218329892
"3,5|46|67",0.001248035218329892
"3,5|47|67",0.001248035218329892
"3,6|7|45",0.002128997827225341
"3,6|45|47",0.002329790361640569
"3,6|45|57",0.002329790361640569
"3,6|47|57",0.002329790361640569
"3,7|45|46",0.002128997827225341
"3,7|45|56",0.002128997827225341
"3,7|46|56",0.002128997827225341
"3,45|46|47",0.004957883999931583
"3,45|46|56",0.005237592461786059
"3,45|46|57",0.004767158530573586
"3,45|46|67",0.003444222208690664
"3,45|46|567",0.005374855340825959
"3,45|47|56",0.004957883999931583
"3,45|47|57",0.004767158530573586
"3,45|47|67",0.003444222208690664
"3,45|47|567",0.004957883999931583
"3,45|56|57",0.004767158530573586
"3,45|56|67",0.003444222208690664
"3,45|56|467",0.005237592461786059
"3,45|57|67",0.003444222208690664
"3,45|57|467",0.004767158530573586
"3,45|467|567",0.005374855340825959
"3,46|47|56",0.004957883999931583
"3,46|47|57",0.004767158530573586
"3,46|47|67",0.003444222208690664
"3,46|47|567",0.004957883999931583
"3,46|56|57",0.004767158530573586
"3,46|56|67",0.003444222208690664
"3,46|56|457",0.005237592461786059
"3,46|57|67",0.003444222208690664
"3,46|67|457",0.003444222208690664
"3,46|457|567",0.0053793587573450615
"3,47|56|57",0.004767158530573586
"3,47|56|67",0.003444222208690664
"3,47|57|67",0.003444222208690664
"3,47|57|456",0.004767158530573586
"3,47|67|456",0.003444222208690664
"3,47|456|567",0.004957883999931583
"3,56|57|67",0.003444222208690664
"3,56|57|467",0.004767158530573586
"3,56|67|457",0.003444222208690664
"3,56|457|467",0.005237592461786059
"3,57|67|456",0.003444222208690664
"3,57|456|467",0.004767158530573586
"3,67|456|457",0.003444222208690664
"3,456|457|467",0.006920843039412155
"3,456|457|567",0.006941123264235737
"3,456|467|567",0.006920843039412155
"3,457|467|567",0.006920843039412155
"3,4|5|6|7",0.001248035218329892
"3,4|56|57|67",0.0012884758868872198
"3,5|46|47|67",0.001248035218329892
"3,6|45|47|57",0.002329790361640569
"3,7|45|46|56",0.002128997827225341
"3,45|46|47|56",0.004957883999931583
"3,45|46|47|57",0.004767158530573586
"3,45|46|47|67",0.003444222208690664
"3,45|46|47|567",0.004957883999931583
"3,45|46|56|57",0.004767158530573586
"3,45|46|56|67",0.003444222208690664
"3,45|46|57|67",0.003444222208690664
"3,45|47|56|57",0.004767158530573586
"3,45|47|56|67",0.003444222208690664
"3,45|47|57|67",0.003444222208690664
"3,45|56|57|67",0.003444222208690664
"3,45|56|57|467",0.004767158530573586
"3,46|47|56|57",0.004767158530573586
"3,46|47|56|67",0.003444222208690664
"3,46|47|57|67",0.003444222208690664
"3,46|56|57|67",0.003444222208690664
"3,46|56|67|457",0.003444222208690664
"3,47|56|57|67",0.003444222208690664
"3,47|57|67|456",0.003444222208690664
"3,456|457|467|567",0.006920843039412155
"3,45|46|47|56|57",0.004767158530573586
"3,45|46|47|56|67",0.003444222208690664
"3,45|46|47|57|67",0.003444222208690664
"3,45|46|56|57|67",0.003444222208690664
"3,45|47|56|57|67",0.003444222208690664
"3,46|47|56|57|67",0.003444222208690664
"3,45|46|47|56|57|67",0.003444222208690664
"01,4",0.006409221343024786
"01,5",0.0051160329070801605
"01,6",0.0059044461137979926
"01,7",0.005284642101726891
"01,45",0.03798102976468672
"01,46",0.032286356603445726
"01,47",0.02929150947948412
"01,56",0.028164017098069326
"01,57",0.024873466321381592
"01,67",0.013737874068188449
"01,456",0.08482038899709075
"01,457",0.07765647678611308
"01,467",0.04339766506526437
"01,567",0.041266819984464825
"01,4567",0.09239070008173994
"01,4|5",0.0051160329070801605
"01,4|6",0.0059044461137979926
"01,4|7",0.005284642101726891
"01,4|56",0.006409221343024786
"01,4|57",0.006409221343024786
"01,4|67",0.006409221343024786
"01,4|567",0.006409221343024786
"01,5|6",0.0051160329070801605
"01,5|7",0.0051160329070801605
"01,5|46",0.0051160329070801605
"01,5|47",0.0051160329070801605
"01,5|67",0.0051160329070801605
"01,5|467",0.0051160329070801605
"01,6|7",0.005284642101726891
"01,6|45",0.0059044461137979926
"01,6|47",0.0059044461137979926
"01,6|57",0.0059044461137979926
"01,6|457",0.0059044461137979926
"01,7|45",0.005284642101726891
"01,7|46",0.005284642101726891
"01,7|56",0.005284642101726891
"01,7|456",0.005284642101726891
"01,45|46",0.032286356603445726
"01,45|47",0.02929150947948412
"01,45|56",0.028164017098069326
"01,45|57",0.024873466321381592
"01,45|67",0.013737874068188449
"01,45|467",0.03798102976468672
"01,45|567",0.03798102976468672
"01,46|47",0.02929150947948412
"01,46|56",0.028164017098069326
"01,46|57",0.024873466321381592
"01,46|67",0.013737874068188449
"01,46|457",0.032286356603445726
"01,46|567",0.032286356603445726
"01,47|56",0.028164017098069326
"01,47|57",0.024873466321381592
"01,47|67",0.013737874068188449
"01,47|456",0.02929150947948412
"01,47|567",0.02929150947948412
"01,56|57",0.024873466321381592
"01,56|67",0.013737874068188449
"01,56|457",0.028164017098069326
"01,56|467",0.028164017098069326
"01,57|67",0.013737874068188449
"01,57|456",0.024873466321381592
"01,57|467",0.024873466321381592
"01,67|456",0.013737874068188449
"01,67|457",0.013737874068188449
"01,456|457",0.07765647678611308
"01,456|467",0.04339766506526437
"01,456|567",0.041266819984464825
"01,457|467",0.04339766506526437
"01,457|567",0.041266819984464825
"01,467|567",0.041266819984464825
"01,4|5|6",0.0051160329070801605
"01,4|5|7",0.0051160329070801605
"01,4|5|67",0.0051160329070801605
"01,4|6|7",0.005284642101726891
"01,4|6|57",0.0059044461137979926
"01,4|7|56",0.005284642101726891
"01,4|56|57",0.006409221343024786
"01,4|56|67",0.006409221343024786
"01,4|57|67",0.006409221343024786
"01,5|6|7",0.0051160329070801605
"01,5|6|47",0.0051160329070801605
"01,5|7|46",0.0051160329070801605
"01,5|46|47",0.0051160329070801605
"01,5|46|67",0.0051160329070801605
"01,5|47|67",0.0051160329070801605
"01,6|7|45",0.005284642101726891
"01,6|45|47",0.0059044461137979926
"01,6|45|57",0.0059044461137979926
"01,6|47|57",0.0059044461137979926
"01,7|45|46",0.005284642101726891
"01,7|45|56",0.005284642101726891
"01,7|46|56",0.005284642101726891
"01,45|46|47",0.02929150947948412
"01,45|46|56",0.028164017098069326
"01,45|46|57",0.024873466321381592
"01,45|46|67",0.013737874068188449
"01,45|46|567",0.032286356603445726
"01,45|47|56",0.028164017098069326
"01,45|47|57",0.024873466321381592
"01,45|47|67",0.013737874068188449
"01,45|47|567",0.02929150947948412
"01,45|56|57",0.024873466321381592
"01,45|56|67",0.013737874068188449
"01,45|56|467",0.028164017098069326
"01,45|57|67",0.013737874068188449
"01,45|57|467",0.024873466321381592
"01,45|467|567",0.03798102976468672
"01,46|47|56",0.028164017098069326
"01,46|47|57",0.024873466321381592
"01,46|47|67",0.013737874068188449
"01,46|47|567",0.02929150947948412
"01,46|56|57",0.024873466321381592
"01,46|56|67",0.013737874068188449
"01,46|56|457",0.028164017098069326
"01,46|57|67",0.013737874068188449
"01,46|67|457",0.013737874068188449
"01,46|457|567",0.032286356603445726
"01,47|56|57",0.024873466321381592
"01,47|56|67",0.013737874068188449
"01,47|57|67",0.013737874068188449
"01,47|57|456",0.024873466321381592
"01,47|67|456",0.013737874068188449
"01,47|456|567",0.02929150947948412
"01,56|57|67",0.013737874068188449
"01,56|57|467",0.024873466321381592
