,Soprano,Alto,Tenor,Bass
187,7,0,4,4
405,2,A,7,7
172,7,0,4,4
1177,5,B,2,2
1244,4,A,7,7
1462,5,8,A,A
1552,8,0,5,5
1439,5,0,0,0
1583,9,3,5,5
185,7,0,4,4
705,2,6,2,2
1410,5,5,8,8
1510,5,5,5,5
503,A,2,7,7
304,7,B,7,7
317,7,B,7,7
59,5,2,0,0
1823,0,0,0,0
782,7,9,2,2
294,7,B,7,7
861,A,4,7,7
764,9,2,s,2
153,5,0,8,8
501,A,2,7,7
56,5,2,0,0
1738,0,2,7,7
820,0,3,0,0
78,8,s,s,8
510,B,2,7,7
1329,1,7,A,A
1619,B,2,7,7
739,0,s,s,2
363,s,s,s,s
415,3,0,7,7
479,0,9,6,6
59,5,2,0,0
714,9,6,2,2
546,0,7,3,3
919,A,2,A,A
1407,5,5,8,8
280,5,0,8,8
360,s,s,s,s
1542,8,s,5,5
245,7,0,8,8
1531,A,s,4,4
1725,0,3,0,0
646,2,7,3,3
1255,5,8,5,5
414,8,2,5,5
551,0,7,3,3
82,7,2,B,B
372,s,s,s,s
1314,1,8,A,A
1771,B,2,7,7
650,0,7,3,3
292,7,B,7,7
1007,7,2,3,3
680,2,6,2,2
1148,7,0,3,3
613,2,6,2,2
226,7,B,7,7
1186,5,B,2,2
1440,5,A,1,1
77,7,2,B,B
1112,3,3,3,3
57,5,2,0,0
14,7,3,0,0
402,2,A,7,7
119,3,7,0,0
1024,8,2,8,8
758,9,2,s,2
1564,9,5,5,5
411,3,0,7,7
126,4,7,0,0
427,2,A,7,7
1288,3,9,5,5
1014,8,0,8,8
256,7,0,8,8
904,9,3,5,5
100,3,7,0,0
511,B,2,7,7
1703,0,7,3,3
1101,5,2,A,A
1066,5,3,A,A
1329,3,7,0,0
342,s,s,s,s
1207,3,0,0,0
91,8,s,s,8
1172,5,0,2,2
1211,3,0,0,0
123,4,7,0,0
91,5,2,B,B
1575,9,3,5,5
552,2,7,B,B
117,3,7,0,0
141,0,s,s,0
262,7,0,8,8
1488,5,5,5,5
834,1,3,A,A
1319,1,8,A,A
648,0,7,3,3
23,7,3,0,0
888,8,5,5,5
1540,8,s,5,5
916,0,3,0,0
1184,5,B,2,2
1564,9,5,5,5
1596,A,1,8,8
116,7,s,s,7
681,2,6,2,2
1154,8,2,A,A
1554,8,0,5,5
534,0,7,3,3
64,5,2,0,0
915,A,2,A,A
846,0,3,8,8
60,5,2,0,0
1249,5,8,5,5
1286,3,9,5,5
634,7,7,s,3
1057,5,3,A,A
353,s,s,s,s
1484,4,7,0,0
149,5,0,8,8
1230,3,0,8,8
198,8,0,5,5
422,2,A,7,7
1142,7,0,3,3
902,9,3,5,5
312,7,B,7,7
1437,5,0,0,0
1071,5,3,A,A
1708,0,5,2,2
1309,1,8,A,A
1579,9,3,5,5
1505,5,5,5,5
1157,5,0,2,2
1207,3,0,0,0
1306,1,A,A,A
1102,5,2,A,A
1176,5,B,2,2
938,A,2,A,A
1607,7,3,5,3
1590,A,1,A,A
1524,A,s,4,4
811,B,2,7,7
1200,3,0,0,0
483,A,2,7,7
137,4,7,A,A
1204,3,0,0,0
740,0,s,s,2
344,s,s,s,s
9,0,s,s,0
334,7,B,7,7
1786,0,0,0,0
1394,5,s,1,1
246,7,0,8,8
368,s,s,s,s
1080,5,2,A,A
270,5,0,8,8
1568,9,5,5,5
1138,3,0,3,3
356,s,s,s,s
1379,8,s,0,0
294,7,B,7,7
418,3,0,7,7
1433,5,0,0,0
845,0,3,8,8
473,0,9,6,6
1406,5,5,8,8
982,7,5,3,3
797,A,3,s,A
1239,4,A,7,7
460,7,0,3,3
212,8,0,5,5
221,7,B,7,7
1123,3,7,3,3
1455,5,A,A,A
36,7,3,0,0
1240,4,A,7,7
542,0,7,3,3
150,5,0,8,8
1704,0,5,2,2
123,0,s,s,0
1355,1,4,0,0
1098,5,2,A,A
950,8,2,A,A
193,8,0,5,5
68,5,2,0,0
1796,0,0,0,0
1473,5,7,0,0
1495,5,5,5,5
1104,3,3,3,3
363,s,s,s,s
87,5,2,B,B
1807,0,0,0,0
971,7,3,3,3
299,7,B,7,7
342,s,s,s,s
235,7,B,7,7
855,A,4,7,7
1211,3,0,0,0
1491,5,5,5,5
727,2,s,s,2
875,8,5,5,5
1000,5,0,8,8
287,5,0,8,8
198,8,0,5,5
801,A,3,s,A
62,5,2,0,0
70,5,s,s,5
1368,8,s,0,0
1576,9,3,5,5
1614,B,2,7,7
961,7,3,3,3
1136,3,0,3,3
1798,0,0,0,0
818,0,3,0,0
1270,7,8,5,5
1224,3,0,8,8
208,8,0,5,5
1124,3,7,3,3
237,7,B,7,7
1049,8,3,3,3
1353,1,4,0,0
1377,8,s,0,0
932,0,2,A,A
1623,B,2,5,5
1629,B,2,5,5
77,7,2,B,B
816,0,3,0,0
640,2,7,3,3
972,7,5,3,3
355,s,s,s,s
522,B,2,5,5
615,s,8,s,5
217,7,B,7,7
804,B,2,7,7
751,A,s,s,2
763,9,2,s,2
1579,9,3,5,5
1246,4,A,7,7
590,3,7,0,0
1263,7,8,5,5
1121,3,7,3,3
225,0,3,0,0
449,0,9,7,7
47,7,3,0,0
131,0,s,s,0
263,7,0,8,8
28,8,5,0,0
555,2,7,B,B
245,7,0,8,8
1121,3,7,3,3
925,0,2,A,A
1096,5,2,A,A
529,0,7,3,3
520,B,2,5,5
1404,5,5,8,8
905,9,3,5,5
928,0,2,A,A
1746,0,2,7,7
451,0,9,7,7
848,0,3,8,8
1571,9,5,5,5
1119,3,7,3,3
139,4,7,A,A
855,A,4,7,7
665,0,7,3,3
148,5,0,8,8
1633,0,3,3,3
1118,3,7,3,3
1030,8,2,8,8
580,3,7,0,0
1623,B,2,5,5
505,B,2,7,7
1548,8,0,5,5
1580,s,2,s,A
793,A,3,s,A
891,8,5,5,5
444,0,9,7,7
94,5,2,B,B
1364,0,4,0,0
1387,4,s,0,0
532,0,7,3,3
1337,1,5,A,A
831,1,3,A,A
807,B,2,7,7
644,A,7,s,3
1320,1,7,A,A
346,s,s,s,s
975,7,5,3,3
1247,4,A,7,7
666,0,7,3,3
1494,5,5,5,5
247,7,0,8,8
1297,1,A,A,A
1317,1,8,A,A
632,7,7,s,3
1988,2,6,6,6
1432,5,0,0,0
369,s,s,s,s
1138,3,0,3,3
245,7,0,8,8
956,8,2,A,A
808,B,2,7,7
504,B,2,7,7
599,3,7,0,0
1697,0,7,3,3
918,A,2,A,A
1040,3,0,7,7
739,0,s,s,2
1199,5,B,7,7
1095,5,2,A,A
1023,8,2,8,8
364,s,s,s,s
1651,0,7,3,3
374,3,3,0,0
1706,0,5,2,2
20,7,3,0,0
488,A,2,7,7
817,7,7,7,7
983,7,5,3,3
1646,0,7,3,3
1411,5,5,8,8
1202,7,0,8,8
917,A,2,A,A
677,2,6,2,2
250,7,0,8,8
457,2,9,6,6
509,B,2,7,7
719,9,6,2,2
300,7,B,7,7
886,8,7,5,5
81,8,s,s,8
167,5,0,8,8
398,2,A,7,7
1694,2,3,2,0
849,0,3,8,8
219,7,B,7,7
989,7,3,3,3
12,7,3,0,0
960,7,3,3,3
877,8,7,5,5
88,5,2,B,B
1233,3,0,8,8
658,0,7,3,3
1276,5,8,5,5
1155,5,0,2,2
192,8,0,5,5
243,7,0,8,8
834,1,3,A,A
744,A,s,s,2
1017,8,0,8,8
1589,7,3,3,3
560,2,7,B,B
927,0,2,A,A
1636,0,3,3,3
1439,5,0,0,0
423,2,A,7,7
1078,5,3,A,A
356,s,s,s,s
822,0,3,0,0
1239,4,A,7,7
1743,0,2,7,7
1733,0,2,7,7
253,7,0,8,8
1626,B,2,5,5
1096,5,2,A,A
1387,4,s,0,0
492,A,2,7,7
726,2,s,s,2
1654,0,7,3,3
63,5,2,0,0
970,8,0,5,5
962,7,3,3,3
178,7,0,4,4
1564,9,5,5,5
782,A,5,s,A
109,3,7,0,0
446,0,9,7,7
1071,5,3,A,A
1469,5,7,0,0
491,A,2,7,7
77,7,2,B,B
57,5,2,0,0
301,A,3,0,0
61,5,2,0,0
110,3,7,0,0
144,5,0,8,8
534,0,7,3,3
734,0,s,s,2
458,2,9,6,6
792,A,3,s,A
1510,5,5,5,5
636,2,7,3,3
905,9,3,5,5
430,8,2,5,5
972,8,0,5,5
644,2,7,3,3
463,2,9,6,6
1002,7,2,3,3
1648,0,7,3,3
245,7,0,8,8
198,8,0,5,5
759,9,2,s,2
1052,8,3,3,3
92,5,2,B,B
1499,5,5,5,5
356,s,s,s,s
331,8,0,A,A
970,7,3,3,3
272,5,0,8,8
312,7,B,7,7
937,A,2,A,A
1548,8,0,5,5
221,7,B,7,7
965,7,3,3,3
597,3,7,0,0
684,2,6,2,2
1282,5,8,5,5
655,0,7,3,3
503,A,2,7,7
986,5,0,8,8
718,9,6,2,2
926,0,2,A,A
1746,0,2,7,7
908,9,3,5,5
925,0,2,A,A
815,B,2,7,7
592,3,7,0,0
1504,5,5,5,5
973,7,5,3,3
302,7,B,7,7
302,7,B,7,7
378,s,s,s,s
226,0,3,0,0
413,3,0,7,7
1205,3,0,0,0
871,8,5,5,5
720,2,s,s,2
990,7,3,3,3
801,A,3,s,A
1581,9,3,5,5
1503,5,5,5,5
703,2,6,2,2
124,4,7,0,0
422,2,A,7,7
376,s,s,s,s
65,5,s,s,5
862,A,4,7,7
779,A,7,s,A
1355,1,4,0,0
946,A,2,A,A
586,3,7,0,0
1200,7,0,8,8
701,2,6,2,2
1129,3,0,3,3
922,A,2,A,A
880,2,5,s,s
964,7,3,3,3
842,0,3,8,8
1533,A,s,4,4
1164,5,2,2,2
71,5,2,0,0
789,A,5,s,A
1056,5,3,A,A
973,7,5,3,3
1626,B,2,5,5
238,7,B,7,7
1329,1,7,A,A
467,2,9,6,6
0,7,3,0,0
518,B,2,5,5
1355,1,4,0,0
259,7,0,8,8
1569,9,5,5,5
899,8,5,5,5
212,8,0,5,5
446,0,9,7,7
549,0,7,3,3
1610,B,2,7,7
395,2,A,7,7
950,8,2,A,A
493,A,2,7,7
487,A,2,7,7
1060,5,3,A,A
821,0,3,0,0
1136,3,0,3,3
366,s,s,s,s
668,0,7,3,3
1653,0,7,3,3
900,9,3,5,5
598,3,7,0,0
1455,5,A,A,A
1190,7,B,7,7
332,7,B,7,7
222,7,B,7,7
63,5,2,0,0
1399,5,s,1,1
689,2,6,2,2
877,8,7,5,5
240,7,0,8,8
1364,3,5,5,5
1694,0,7,3,3
135,4,7,A,A
372,s,s,s,s
1224,3,0,8,8
1410,5,5,8,8
1277,5,8,5,5
607,2,6,2,2
1400,5,s,1,1
1289,3,9,5,5
844,0,3,8,8
1580,9,3,5,5
234,A,2,0,0
286,5,0,8,8
785,A,5,s,A
926,0,2,A,A
1781,0,0,0,0
428,8,2,5,5
1044,8,3,3,3
302,7,B,7,7
1246,4,A,7,7
362,s,s,s,s
853,A,4,7,7
843,0,3,8,8
828,1,3,A,A
589,3,7,0,0
381,s,s,s,s
83,8,s,s,8
294,7,B,7,7
1300,1,A,A,A
1110,3,3,3,3
1694,0,7,3,3
478,0,9,6,6
1245,4,A,7,7
1004,7,2,3,3
24,8,5,0,0
1307,1,A,A,A
851,0,3,8,8
1192,7,B,7,7
1555,8,0,5,5
408,3,0,7,7
140,4,7,A,A
604,2,6,2,2
1472,5,7,0,0
482,A,2,7,7
163,5,0,8,8
687,0,3,3,0
1377,8,s,0,0
977,7,5,3,3
436,0,9,7,7
1368,8,s,0,0
526,B,2,5,5
939,A,2,A,A
663,0,7,3,3
1087,2,B,7,7
1347,1,4,0,0
1218,3,1,A,A
852,A,4,7,7
916,A,2,A,A
485,A,2,7,7
1173,5,0,2,2
686,2,6,2,2
793,A,3,s,A
50,5,2,0,0
728,2,s,s,2
224,7,B,7,7
364,s,s,s,s
1024,8,2,8,8
782,A,5,s,A
33,8,5,0,0
967,7,3,3,3
1168,8,2,8,A
182,7,0,4,4
165,5,0,8,8
682,2,6,2,2
222,7,B,7,7
556,2,7,B,B
663,0,7,3,3
1297,1,A,A,A
906,9,3,5,5
1576,9,3,5,5
419,3,0,7,7
572,2,7,B,B
1450,5,A,1,1
1425,5,1,A,A
978,8,0,5,5
1121,3,7,3,3
194,8,0,5,5
909,9,3,5,5
1220,3,1,A,A
655,0,7,3,3
940,A,2,A,A
1801,0,0,0,0
415,3,0,7,7
1223,3,1,A,A
587,3,7,0,0
1511,5,5,5,5
1435,5,0,0,0
334,7,B,7,7
1777,0,0,0,0
1011,8,0,8,8
535,0,7,3,3
1064,5,3,A,A
1548,8,0,5,5
1540,8,s,5,5
164,5,0,8,8
1036,7,3,3,3
308,7,B,7,7
833,1,3,A,A
1248,5,8,5,5
1406,5,5,8,8
1592,A,1,A,A
922,A,2,A,A
868,8,5,5,5
1163,5,0,2,2
1736,0,2,7,7
520,B,2,5,5
751,A,s,s,2
245,8,0,5,5
1478,5,7,0,0
219,7,B,7,7
269,5,0,8,8
1489,5,5,5,5
1551,8,0,5,5
457,7,0,3,3
1522,0,s,4,4
1578,9,3,5,5
106,3,7,0,0
529,0,7,3,3
1336,1,5,A,A
1274,5,8,5,5
898,8,5,5,5
441,0,9,7,7
921,A,2,A,A
1759,0,2,7,7
808,B,2,7,7
955,7,3,0,0
1043,7,3,3,3
633,2,7,3,3
1196,5,B,7,7
1348,1,4,0,0
1205,7,0,8,8
224,0,3,0,0
946,A,2,A,A
757,9,2,s,2
311,A,3,0,0
173,7,0,4,4
1771,B,2,7,7
967,7,3,3,3
971,7,3,3,3
1401,5,s,1,1
1305,1,A,A,A
286,5,0,8,8
945,A,2,A,A
924,0,2,A,A
1248,5,8,5,5
64,5,2,0,0
881,2,5,s,s
1703,0,7,3,3
1752,0,2,7,7
1686,0,8,5,5
1248,5,8,5,5
855,A,4,7,7
1606,A,1,8,8
270,5,0,8,8
460,2,9,6,6
926,0,2,A,A
1305,1,A,A,A
1542,8,s,5,5
150,5,0,8,8
729,2,0,7,7
368,s,s,s,s
702,2,6,2,2
500,A,2,7,7
323,7,B,7,7
1374,8,s,0,0
204,0,5,2,2
1376,8,s,0,0
955,8,2,A,A
1662,0,0,3,3
7,7,3,0,0
209,8,0,5,5
1630,B,2,5,5
490,A,2,7,7
429,2,A,7,7
1765,0,2,7,7
231,7,B,7,7
1295,3,9,5,5
368,s,s,s,s
699,2,6,2,2
1652,0,7,3,3
431,2,A,7,7
861,A,4,7,7
409,3,0,7,7
1441,5,A,1,1
1010,8,0,8,8
96,3,7,0,0
1712,0,5,2,2
1634,0,3,3,3
872,8,5,5,5
1066,5,3,A,A
1383,4,s,0,0
1007,7,2,3,3
1244,4,A,7,7
1427,5,1,A,A
1364,3,5,5,5
1501,5,5,5,5
54,5,2,0,0
575,2,7,B,B
77,7,2,B,B
165,0,s,7,7
666,0,7,3,3
41,0,s,s,0
31,8,5,0,0
646,2,7,3,3
649,0,7,3,3
175,7,0,4,4
1316,1,8,A,A
644,2,7,3,3
108,3,7,0,0
693,0,3,3,0
384,2,A,7,7
780,A,5,s,A
1026,8,2,8,8
1753,0,2,7,7
1047,8,3,3,3
1545,5,s,A,A
416,3,0,7,7
627,2,7,3,3
685,2,6,2,2
1566,9,5,5,5
1074,5,3,A,A
341,s,s,s,s
1284,3,9,5,5
851,0,3,8,8
1538,8,s,5,5
639,2,7,3,3
205,8,0,5,5
1235,3,0,8,8
287,5,0,8,8
430,2,A,7,7
267,5,0,8,8
1095,5,2,A,A
570,2,7,B,B
1684,0,8,5,5
1019,8,0,8,8
453,0,9,7,7
232,7,B,7,7
188,7,0,4,4
372,3,3,0,0
1657,0,0,3,3
1319,1,8,A,A
30,8,5,0,0
173,7,0,4,4
244,7,0,8,8
736,0,s,s,2
556,2,7,B,B
823,0,3,0,0
877,8,7,5,5
105,3,7,0,0
713,9,6,2,2
262,7,0,8,8
1240,4,A,7,7
1084,5,2,A,A
571,2,7,B,B
1124,3,7,3,3
315,7,B,7,7
1442,5,A,1,1
959,8,2,A,A
1030,8,2,8,8
1775,B,2,7,7
995,7,3,3,3
1114,3,3,3,3
1659,0,0,3,3
848,0,3,8,8
427,2,A,7,7
737,2,0,A,7
1346,1,4,0,0
315,7,B,7,7
61,5,2,0,0
1497,5,5,5,5
1056,5,3,A,A
834,1,3,A,A
390,2,A,7,7
1583,9,3,5,5
925,0,3,3,3
1363,0,4,0,0
750,A,s,s,2
248,7,0,8,8
1754,0,2,7,7
1644,0,7,3,3
461,2,9,6,6
1220,3,1,A,A
509,B,2,7,7
1049,8,3,3,3
216,7,B,7,7
712,9,6,2,2
673,2,6,2,2
733,0,s,s,2
883,8,7,5,5
237,7,B,7,7
73,7,2,B,B
86,5,2,B,B
1631,B,2,5,5
365,s,s,s,s
819,0,3,0,0
160,0,s,7,7
1030,8,2,8,8
441,0,9,7,7
127,4,7,0,0
545,0,7,3,3
248,8,0,5,5
181,7,0,4,4
1509,5,5,5,5
1075,5,3,A,A
1340,1,5,A,A
1442,5,A,1,1
1695,0,7,3,3
311,7,B,7,7
1015,5,B,7,7
1550,8,0,5,5
592,3,7,0,0
1549,8,0,5,5
465,2,9,6,6
1006,7,2,3,3
981,7,5,3,3
1200,3,0,0,0
618,2,6,2,2
1459,5,8,A,A
1038,7,3,3,3
957,8,2,A,A
42,7,3,0,0
354,s,s,s,s
1558,8,0,5,5
412,3,0,7,7
151,5,0,8,8
649,0,7,3,3
1601,A,1,8,8
1188,7,B,7,7
137,4,7,A,A
698,2,6,2,2
506,B,2,7,7
973,7,5,3,3
52,5,2,0,0
1511,5,5,5,5
828,1,3,A,A
1577,9,3,5,5
1056,2,0,7,7
530,0,7,3,3
1707,0,5,2,2
1505,5,5,5,5
671,0,7,3,3
555,2,7,B,B
128,4,7,0,0
454,7,2,3,3
1611,B,2,7,7
1092,5,2,A,A
1098,5,2,A,A
495,A,2,7,7
979,8,0,5,5
235,7,B,7,7
319,7,B,7,7
341,s,s,s,s
1817,0,0,0,0
241,7,0,8,8
371,s,s,s,s
300,7,B,7,7
33,8,5,0,0
238,7,B,7,7
784,A,5,s,A
717,9,6,2,2
1677,0,A,4,4
1821,0,0,0,0
1787,0,0,0,0
1180,5,B,2,2
1232,3,0,8,8
1504,5,5,5,5
709,9,6,2,2
63,5,2,0,0
745,A,s,s,2
822,0,3,0,0
123,4,7,0,0
1114,3,3,3,3
485,5,0,2,2
13,3,s,s,3
1537,8,s,5,5
933,0,2,A,A
1288,3,9,5,5
728,2,s,s,2
1066,5,3,A,A
765,9,2,s,2
1497,5,5,5,5
520,B,2,5,5
552,2,7,B,B
1747,0,2,7,7
67,5,2,0,0
1402,5,s,1,1
76,7,2,B,B
482,A,2,7,7
145,5,0,8,8
1289,3,9,5,5
233,7,B,7,7
1438,5,0,0,0
638,A,7,s,3
189,7,0,4,4
1457,2,5,A,A
623,2,6,2,2
1340,1,5,A,A
298,7,B,7,7
940,A,2,A,A
1399,5,s,1,1
1727,0,3,0,0
1792,0,0,0,0
964,7,3,3,3
1438,5,0,0,0
766,9,2,s,2
247,7,0,8,8
130,4,7,0,0
352,s,s,s,s
1348,3,5,8,8
79,7,2,B,B
285,5,0,8,8
7,7,3,0,0
617,2,6,2,2
764,9,2,s,2
470,0,9,6,6
154,5,0,8,8
709,9,6,2,2
395,2,A,7,7
7,7,3,0,0
1718,0,3,0,0
1310,1,8,A,A
546,3,3,0,0
401,2,A,7,7
1075,5,3,A,A
1198,5,B,7,7
698,2,6,2,2
971,7,3,3,3
1194,5,B,7,7
215,8,0,5,5
1403,5,s,1,1
216,7,B,7,7
654,0,7,3,3
1205,3,0,0,0
269,5,0,8,8
858,A,4,7,7
1312,1,8,A,A
754,A,s,s,2
564,2,7,B,B
664,0,7,3,3
18,7,3,0,0
373,s,s,s,s
1183,5,B,2,2
645,2,7,3,3
557,2,7,B,B
628,2,7,3,3
524,B,2,5,5
1540,8,s,5,5
1150,7,0,3,3
762,9,2,s,2
1231,3,0,8,8
1511,5,5,5,5
968,7,3,3,3
234,7,B,7,7
390,2,A,7,7
1333,1,5,A,A
17,7,3,0,0
1261,7,8,5,5
1818,0,0,0,0
1647,0,7,3,3
762,9,2,s,2
563,2,7,B,B
802,A,3,s,A
550,0,7,3,3
1043,7,3,3,3
953,8,2,A,A
1009,8,0,8,8
1505,5,5,5,5
1212,3,1,A,A
1069,5,3,A,A
46,7,3,0,0
783,A,5,s,A
1305,1,A,A,A
292,7,B,7,7
577,3,7,0,0
405,2,A,7,7
738,0,s,s,2
1611,B,2,7,7
589,3,7,0,0
1503,5,5,5,5
1101,5,2,A,A
543,0,7,3,3
1158,5,0,2,2
59,5,2,0,0
1759,0,2,7,7
1318,1,8,A,A
1603,A,1,8,8
1643,0,3,3,3
223,0,3,0,0
533,0,7,3,3
98,3,7,0,0
250,7,0,8,8
1789,0,0,0,0
491,5,0,2,2
805,B,2,7,7
70,5,2,0,0
644,2,7,3,3
1461,5,8,A,A
1802,0,0,0,0
1418,5,1,A,A
1707,0,5,2,2
266,5,0,8,8
1578,9,3,5,5
1707,0,5,2,2
262,7,0,8,8
393,2,A,7,7
108,3,7,0,0
181,7,0,4,4
8,7,3,0,0
1755,0,2,7,7
10,0,s,s,0
502,A,2,7,7
450,0,9,7,7
381,s,s,s,s
977,7,5,3,3
900,9,3,5,5
617,2,6,2,2
1141,7,0,3,3
1457,5,A,A,A
675,2,6,2,2
131,4,7,0,0
1040,7,3,3,3
399,2,A,7,7
757,9,2,s,2
955,8,2,A,A
1471,5,7,0,0
113,7,s,s,7
88,5,2,B,B
217,7,B,7,7
150,5,0,8,8
1707,0,5,2,2
852,A,4,7,7
662,0,7,3,3
1274,5,8,5,5
460,2,9,6,6
580,3,7,0,0
548,0,7,3,3
701,2,6,2,2
1297,1,A,A,A
1764,0,2,7,7
580,s,5,s,8
499,A,2,7,7
1385,4,s,0,0
1593,A,1,A,A
282,5,0,8,8
1123,3,7,3,3
268,5,0,8,8
192,8,0,5,5
1435,s,3,s,3
1306,0,8,8,8
17,7,3,0,0
473,0,9,6,6
1212,3,1,A,A
462,2,9,6,6
1265,7,8,5,5
784,A,5,s,A
28,8,5,0,0
1731,0,2,7,7
1295,3,9,5,5
602,2,6,2,2
840,0,3,8,8
1733,0,2,7,7
1697,0,7,3,3
1302,1,A,A,A
1111,3,3,3,3
649,8,7,s,3
539,0,7,3,3
1795,0,0,0,0
290,7,B,7,7
713,9,6,2,2
358,5,A,3,3
227,7,B,7,7
580,3,7,0,0
444,0,9,7,7
1384,4,s,0,0
491,A,2,7,7
244,8,0,5,5
1642,0,3,3,3
246,7,0,8,8
835,1,3,A,A
691,2,6,2,2
1514,0,s,4,4
662,0,7,3,3
616,2,6,2,2
1278,5,8,5,5
1078,5,3,A,A
1589,A,1,A,A
958,7,3,0,0
815,B,2,7,7
30,8,5,0,0
319,7,B,7,7
1330,1,7,A,A
561,2,7,B,B
1363,0,4,0,0
444,0,9,7,7
1135,3,0,3,3
1346,1,4,0,0
863,A,4,7,7
502,A,2,7,7
56,5,2,0,0
784,A,5,s,A
336,s,s,s,s
899,8,5,5,5
953,8,2,A,A
28,8,5,0,0
1547,8,s,5,5
1721,0,3,0,0
251,7,0,8,8
1310,1,8,A,A
1079,2,0,7,7
993,7,3,3,3
170,B,7,7,7
674,2,6,2,2
219,7,B,7,7
450,0,9,7,7
17,7,3,0,0
1584,A,1,A,A
1055,8,3,3,3
985,7,3,3,3
1389,4,s,0,0
23,7,3,0,0
1767,0,2,7,7
1278,5,8,5,5
816,0,3,0,0
369,s,s,s,s
628,2,7,3,3
622,2,6,2,2
271,5,0,8,8
266,5,0,8,8
566,2,7,B,B
594,3,7,0,0
1722,0,3,0,0
620,2,6,2,2
832,1,3,A,A
1413,5,5,8,8
494,A,2,7,7
446,0,9,7,7
652,0,7,3,3
974,7,5,3,3
663,0,7,3,3
1724,0,3,0,0
1632,0,3,3,3
971,7,3,3,3
353,s,s,s,s
719,9,6,2,2
411,8,2,5,5
143,4,7,A,A
999,7,2,3,3
475,0,9,6,6
1108,3,3,3,3
546,0,7,3,3
699,2,6,2,2
827,0,3,0,0
978,7,5,3,3
148,5,0,8,8
1200,3,0,0,0
704,2,6,2,2
1787,0,0,0,0
1794,0,0,0,0
397,2,A,7,7
406,2,A,7,7
993,7,3,3,3
1255,5,8,5,5
326,7,B,7,7
945,A,2,A,A
208,8,0,5,5
336,s,s,s,s
382,s,s,s,s
1026,8,2,8,8
328,7,B,7,7
652,0,7,3,3
