,Soprano,Alto,Tenor,Bass
954,5,B,7,7
1183,7,7,4,4
19,0,s,s,0
368,6,9,s,2
1130,2,9,6,6
1221,4,0,5,5
1007,2,B,7,7
1266,4,B,s,0
277,4,9,5,5
642,2,0,5,5
320,2,9,5,5
652,2,B,2,2
217,7,7,s,4
3428,9,0,5,5
115,4,0,0,0
839,s,2,s,0
58,2,s,s,0
602,4,0,9,9
1520,4,7,0,0
804,5,B,7,7
8,0,s,s,0
1324,0,0,0,0
443,s,7,9,9
1442,7,9,0,0
945,7,7,4,4
108,4,0,0,0
2306,4,2,0,0
427,B,7,4,4
107,5,B,5,5
1340,0,0,0,0
2682,B,s,0,0
400,0,2,2,2
1330,0,0,0,0
42,5,2,2,2
293,4,9,5,5
118,4,0,0,0
4,0,s,s,0
2039,0,8,4,4
89,7,7,4,4
393,0,6,2,2
385,0,6,2,2
52,4,0,4,4
234,4,0,6,6
104,4,7,s,0
572,5,9,5,5
30,5,2,2,2
265,4,B,7,7
882,0,9,5,5
742,B,9,2,2
200,4,0,0,0
129,2,0,7,7
425,s,7,7,7
503,B,7,7,7
35,5,2,2,2
599,5,B,7,7
252,9,B,s,9
56,4,0,4,4
1077,2,6,2,2
2368,0,5,2,2
331,2,6,2,2
160,0,0,0,0
99,5,9,5,5
38,5,2,2,2
1235,2,0,7,7
245,2,B,7,7
748,B,8,4,4
1186,7,7,4,4
235,4,0,6,6
155,0,0,0,0
1146,0,9,6,6
131,2,0,7,7
511,7,7,4,4
22,7,4,0,0
969,2,0,9,9
290,4,9,5,5
997,2,0,7,7
664,2,B,2,2
251,2,B,7,7
363,0,7,4,4
651,2,B,2,2
551,7,9,5,5
1279,0,0,0,0
489,B,7,7,7
5,0,s,s,0
595,5,B,7,7
905,0,9,6,6
1327,0,0,0,0
1029,4,0,0,0
576,5,B,7,7
1108,4,9,5,5
757,B,8,4,4
459,s,6,9,9
1016,4,9,0,0
206,4,0,2,2
379,0,4,0,0
2922,4,0,0,0
403,0,2,2,2
91,2,s,s,B
269,4,B,7,7
1010,s,9,0,0
627,2,0,5,5
953,5,9,5,5
500,2,7,B,B
741,B,9,2,2
911,0,9,6,6
70,2,s,s,0
1208,2,0,9,9
553,5,9,5,5
118,4,0,0,0
1096,4,9,5,5
241,2,B,7,7
595,5,B,7,7
1122,0,9,5,5
11,7,4,0,0
2360,0,7,2,2
314,2,9,5,5
882,0,9,5,5
536,4,0,0,0
739,B,9,2,2
409,s,7,7,7
429,B,7,4,4
812,s,0,0,0
934,0,5,9,9
756,B,8,4,4
390,7,B,7,7
888,2,9,6,6
1165,B,2,7,7
878,2,9,5,5
279,4,9,5,5
1288,0,0,0,0
303,2,9,5,5
1130,2,9,6,6
180,0,0,0,0
31,5,2,2,2
815,s,0,0,0
1129,2,9,6,6
305,9,4,s,2
1055,5,9,5,5
208,4,0,2,2
1200,4,0,9,9
1230,2,0,7,7
1176,7,4,7,7
942,7,7,4,4
380,0,4,0,0
355,B,7,4,4
939,7,7,4,4
678,0,B,4,4
2930,6,0,2,2
1052,5,9,5,5
486,B,7,7,7
1283,0,0,0,0
241,9,0,s,9
1370,9,0,0,0
1042,5,0,9,9
766,B,8,4,4
232,7,4,s,4
876,2,9,5,5
298,4,9,5,5
882,0,9,5,5
497,B,7,7,7
1172,B,2,7,7
1090,4,B,7,7
854,4,9,5,5
749,B,8,4,4
390,0,6,2,2
1233,2,0,7,7
715,0,9,0,0
60,4,0,5,4
530,4,0,0,0
376,0,6,2,2
542,7,9,5,5
1641,0,6,2,2
251,2,B,7,7
954,5,B,7,7
161,0,0,0,0
418,B,7,4,4
205,4,0,2,2
885,0,9,5,5
752,2,0,7,7
144,5,9,s,2
183,5,2,s,2
751,B,8,4,4
2173,B,s,9,9
154,0,0,0,0
1322,0,0,0,0
1312,0,0,0,0
970,2,7,B,B
989,B,7,7,7
1168,B,2,7,7
1084,B,7,7,7
1036,5,0,9,9
118,4,7,s,0
1208,2,0,9,9
737,B,9,2,2
80,4,0,7,4
779,9,9,9,9
82,7,4,0,0
1098,4,7,4,4
618,4,0,9,9
10,0,s,s,0
71,4,0,5,4
733,B,9,2,2
1686,9,7,0,0
809,5,B,7,7
759,B,8,4,4
1231,5,2,s,B
1194,5,B,7,7
210,7,B,s,4
37,5,2,2,2
1109,4,9,5,5
309,0,9,5,5
422,B,7,4,4
434,9,7,0,0
1253,0,0,0,0
1060,5,B,7,7
647,2,0,5,5
1065,5,B,7,7
157,0,0,0,0
308,0,9,5,5
773,9,9,9,9
1219,5,0,s,9
493,B,7,7,7
256,9,B,s,9
2726,s,5,5,5
336,7,2,s,2
2068,B,8,4,4
1135,2,9,6,6
602,4,0,9,9
879,2,9,5,5
603,4,0,9,9
354,7,0,s,2
1053,5,9,5,5
218,7,7,s,4
1158,B,2,7,7
337,2,7,4,4
1337,0,0,0,0
86,7,7,4,4
308,9,6,s,2
1228,2,0,7,7
221,4,0,4,4
3221,0,0,0,0
982,4,0,5,5
452,9,7,0,0
1320,0,0,0,0
529,4,0,0,0
164,9,5,5,5
823,5,B,7,7
1157,B,2,7,7
97,5,9,5,5
173,0,0,0,0
696,0,9,0,0
431,B,7,4,4
527,7,7,4,4
522,7,7,4,4
177,0,0,0,0
3642,4,0,0,0
744,B,8,4,4
341,2,7,4,4
904,0,9,6,6
2123,9,9,9,9
122,2,0,7,7
515,9,5,B,B
627,7,B,4,4
875,4,9,5,5
206,4,0,2,2
1114,4,9,5,5
60,4,0,5,4
266,4,B,7,7
267,4,B,7,7
360,6,9,s,2
182,0,0,0,0
937,9,5,5,9
547,7,9,5,5
1492,5,7,0,0
681,0,B,4,4
1284,0,0,0,0
26,5,2,2,2
1147,0,9,6,6
1273,0,0,0,0
77,4,0,7,4
332,2,6,2,2
996,B,7,4,7
414,B,7,4,4
814,5,9,5,5
308,0,9,5,5
453,9,7,0,0
3082,9,5,9,9
1237,2,0,7,7
1185,7,7,4,4
510,7,7,4,4
157,9,5,5,5
296,4,9,5,5
1200,5,4,s,9
237,4,0,6,6
175,0,0,0,0
1316,0,0,0,0
318,7,9,s,4
664,2,B,2,2
525,7,7,4,4
282,4,7,4,4
984,2,0,7,7
303,2,9,5,5
442,9,7,0,0
2280,2,2,s,7
1037,5,0,9,9
71,4,0,5,4
640,2,0,5,5
1316,0,0,0,0
849,4,B,7,7
595,5,2,2,2
1075,2,B,7,7
539,7,9,5,5
413,B,7,4,4
707,0,9,0,0
37,5,2,2,2
479,9,6,2,2
2745,5,2,5,5
681,0,B,4,4
148,0,0,0,0
1049,5,B,7,7
336,2,7,4,4
497,B,7,7,7
137,2,0,7,7
176,0,0,0,0
386,0,6,2,2
102,5,B,5,5
103,5,B,5,5
543,2,0,0,0
519,7,7,4,4
282,4,7,4,4
893,2,9,6,6
586,5,B,7,7
595,5,B,7,7
385,7,B,7,7
270,4,B,7,7
607,4,0,9,9
885,4,4,7,0
356,B,7,4,4
1174,B,2,7,7
456,s,6,9,9
773,9,9,9,9
51,4,0,4,4
830,4,B,7,7
846,7,2,s,B
172,0,0,0,0
300,2,9,5,5
501,B,7,7,7
148,5,9,s,2
113,4,0,0,0
952,5,9,5,5
250,9,0,s,9
202,4,0,0,0
576,5,B,7,7
253,4,B,7,7
45,4,0,0,0
190,0,0,0,0
453,9,7,0,0
1178,7,7,4,4
272,9,7,s,9
1767,4,5,7,7
229,4,0,6,6
864,4,9,5,5
1321,0,0,0,0
325,2,7,4,4
576,5,2,2,2
329,2,7,4,4
44,5,2,2,2
154,0,0,0,0
542,7,9,5,5
1317,0,0,0,0
931,B,2,7,7
62,2,s,s,0
499,B,7,7,7
330,2,6,2,2
389,0,6,2,2
16,0,s,s,0
245,2,B,7,7
899,2,9,6,6
644,0,9,0,0
1186,7,7,4,4
1093,4,9,5,5
322,2,9,5,5
352,7,B,s,2
704,0,9,0,0
707,0,9,0,0
193,4,0,0,0
849,4,B,7,7
1068,4,B,7,7
621,4,0,9,9
21,0,s,s,0
952,5,9,5,5
674,0,B,4,4
939,7,7,4,4
329,2,7,4,4
351,7,B,s,2
300,2,9,5,5
650,4,0,4,4
415,B,7,4,4
782,0,0,0,0
1116,2,9,5,5
543,2,0,0,0
456,9,6,2,2
489,B,7,7,7
632,2,0,5,5
1142,0,9,6,6
753,B,8,4,4
1168,B,2,7,7
293,4,9,5,5
331,2,6,2,2
288,4,9,5,5
612,4,0,9,9
660,2,B,2,2
984,2,0,7,7
1154,B,2,7,7
958,5,B,7,7
782,0,9,9,9
253,5,0,0,0
1237,2,0,7,7
69,4,0,5,4
2132,5,9,5,5
809,5,B,7,7
677,0,B,4,4
363,6,9,s,2
84,2,s,s,B
135,4,0,4,4
288,9,6,s,2
553,5,9,5,5
287,4,7,4,4
1530,4,7,0,0
845,s,2,s,B
3302,9,7,B,B
2672,2,s,0,0
638,2,0,5,5
209,4,0,2,2
304,2,9,5,5
1764,4,5,7,7
1270,0,0,0,0
1167,B,2,7,7
320,7,9,s,4
309,0,9,5,5
729,B,9,2,2
1315,0,0,0,0
710,0,9,0,0
61,4,0,5,4
1650,0,2,2,2
708,0,9,0,0
1214,5,0,5,5
583,5,B,7,7
28,5,2,2,2
377,0,6,2,2
975,5,0,5,5
555,5,9,5,5
315,7,7,s,4
950,5,9,5,5
1097,4,9,5,5
86,7,7,4,4
164,0,0,0,0
1500,5,7,0,0
1658,B,7,4,4
0,7,4,0,0
1164,B,2,7,7
1275,0,0,0,0
1071,0,6,2,2
2329,4,0,0,0
1923,7,4,4,4
920,B,2,7,7
1227,2,0,7,7
381,0,4,0,0
65,4,0,5,4
207,4,0,2,2
1020,2,0,0,0
473,9,6,2,2
221,4,0,4,4
500,B,7,7,7
201,4,0,0,0
233,4,0,6,6
618,4,0,9,9
1121,2,9,5,5
167,5,9,s,2
449,s,7,9,9
94,7,7,4,4
1033,5,0,9,9
696,0,9,0,0
1089,4,B,7,7
2683,B,s,0,0
677,0,B,4,4
467,9,6,2,2
710,4,0,0,0
269,4,B,7,7
266,4,B,7,7
1054,5,9,5,5
68,4,0,5,4
619,4,0,9,9
1489,5,7,0,0
331,7,0,s,4
1153,7,7,7,7
893,7,4,4,0
1845,B,7,4,4
463,9,6,2,2
322,2,9,5,5
50,4,0,4,4
1173,7,2,7,7
325,7,B,s,4
602,4,0,9,9
1238,5,2,s,B
384,7,B,7,7
285,9,4,s,9
356,B,7,4,4
322,2,9,5,5
580,5,B,7,7
1858,0,0,4,4
982,4,0,5,5
892,2,9,6,6
265,4,B,7,7
723,2,0,7,7
844,4,B,7,7
39,5,2,2,2
867,4,9,5,5
2093,B,9,4,4
937,7,7,4,4
1341,0,0,0,0
625,2,0,5,5
479,9,6,2,2
260,2,B,7,7
983,4,0,5,5
1517,4,7,0,0
1669,0,B,4,4
313,7,7,s,4
983,2,7,B,B
579,5,B,7,7
940,7,7,4,4
1069,4,B,7,7
301,2,9,5,5
638,2,0,5,5
1236,2,0,7,7
487,2,7,B,B
454,9,7,0,0
190,5,0,s,2
1159,7,B,7,7
483,B,7,7,7
711,0,9,0,0
1307,0,0,0,0
308,0,9,5,5
289,4,9,5,5
528,7,9,5,5
191,0,0,0,0
14,0,s,s,0
43,0,s,s,0
1025,2,0,0,0
1261,0,0,0,0
662,2,B,2,2
1285,0,0,0,0
1123,0,9,5,5
672,0,B,4,4
2469,9,s,5,5
1074,2,B,7,7
150,0,0,0,0
267,4,B,7,7
903,0,9,6,6
814,5,9,5,5
1149,0,9,6,6
936,7,7,4,4
1230,5,2,s,B
359,B,7,4,4
64,4,0,5,4
1083,4,B,7,7
170,0,0,0,0
752,B,8,4,4
1283,4,0,s,4
2415,5,4,4,4
52,4,0,4,4
1938,7,4,4,4
81,4,0,7,4
885,0,9,5,5
628,2,0,5,5
75,4,0,7,4
975,5,0,5,5
1109,4,9,5,5
570,5,9,5,5
998,2,0,7,7
299,4,9,5,5
95,7,7,4,4
561,5,9,5,5
606,0,4,2,2
357,B,7,4,4
502,B,7,7,7
211,4,0,2,2
288,4,9,5,5
723,B,9,2,2
700,0,9,0,0
849,7,2,s,B
579,5,B,7,7
260,2,B,7,7
1654,0,2,2,2
39,0,s,s,0
75,4,0,7,4
1809,9,9,9,9
662,4,0,4,4
259,9,0,s,9
606,4,0,9,9
728,B,9,2,2
253,4,B,7,7
61,4,0,5,4
635,B,7,4,4
98,4,s,s,0
2705,9,B,5,5
634,2,0,5,5
164,0,0,0,0
265,4,B,7,7
533,7,9,5,5
2049,7,s,7,7
505,7,7,4,4
614,B,2,2,2
1216,5,B,s,9
115,4,0,0,0
921,B,2,7,7
945,7,7,4,4
764,B,8,4,4
1449,0,9,0,0
868,4,4,s,0
943,7,7,4,4
973,5,0,5,5
1305,0,0,0,0
828,4,B,7,7
702,0,9,0,0
271,9,7,s,9
1163,B,2,7,7
1257,0,0,0,0
379,0,4,0,0
177,0,0,0,0
301,2,9,5,5
34,5,2,2,2
652,2,B,2,2
313,2,9,5,5
463,9,6,2,2
799,s,0,0,0
480,B,7,7,7
1281,0,0,0,0
1072,0,6,2,2
500,B,7,7,7
385,7,B,7,7
1271,0,0,0,0
478,4,8,4,4
1838,9,7,4,4
2,7,4,0,0
117,4,0,0,0
1088,4,B,7,7
960,4,0,9,9
321,2,9,5,5
5,0,s,s,0
549,7,9,5,5
828,s,2,s,0
498,2,7,B,B
231,4,0,6,6
395,0,6,2,2
2208,0,s,9,9
337,7,2,s,2
560,B,4,0,0
648,2,B,2,2
510,7,7,4,4
726,B,9,2,2
49,2,s,s,0
1313,0,0,0,0
304,2,9,5,5
108,4,0,0,0
691,0,4,4,4
1301,0,0,0,0
831,4,B,7,7
1132,2,9,6,6
109,4,0,0,0
1273,0,0,0,0
877,2,9,5,5
966,2,0,9,9
2178,B,s,9,9
116,4,0,0,0
942,7,7,4,4
771,9,9,9,9
939,7,7,4,4
1292,0,0,0,0
556,5,9,5,5
1697,9,7,0,0
353,7,B,s,2
590,5,B,7,7
669,2,B,2,2
1514,4,7,0,0
575,5,9,5,5
1168,B,2,7,7
934,B,2,7,7
650,2,B,2,2
164,0,0,0,0
414,B,7,4,4
73,4,0,7,4
281,9,6,s,9
953,5,9,5,5
657,2,B,2,2
197,4,0,0,0
1314,0,0,0,0
542,7,9,5,5
569,5,9,5,5
1044,5,B,7,7
126,2,0,7,7
555,5,9,5,5
378,0,4,0,0
291,4,9,5,5
740,4,0,7,7
387,0,6,2,2
200,4,0,0,0
799,5,9,9,9
556,5,9,5,5
161,0,0,0,0
1342,2,B,s,7
211,4,0,2,2
130,2,0,7,7
171,0,0,0,0
1201,4,0,9,9
635,2,0,5,5
2304,4,2,0,0
364,0,7,4,4
141,2,B,7,7
2401,0,4,4,4
1276,0,0,0,0
277,4,9,5,5
1305,0,0,0,0
716,0,9,0,0
814,5,9,5,5
1815,2,4,5,5
901,0,9,6,6
1185,7,7,4,4
727,B,9,2,2
485,B,7,7,7
1026,4,0,0,0
150,5,9,s,2
694,0,4,4,4
341,2,7,4,4
1243,2,B,7,7
991,2,0,7,7
322,2,9,5,5
335,2,6,2,2
1122,0,9,5,5
794,5,9,9,9
671,2,B,2,2
1155,B,2,7,7
794,5,9,9,9
472,9,6,2,2
119,5,2,2,2
180,0,0,0,0
511,7,7,4,4
337,7,2,s,2
955,5,B,7,7
1003,B,7,2,7
1987,9,2,6,6
173,0,0,0,0
830,4,B,7,7
782,0,9,9,9
383,0,4,0,0
1225,2,0,7,7
42,5,2,2,2
446,9,7,0,0
447,s,7,9,9
794,5,9,9,9
566,5,9,5,5
263,9,0,s,9
373,0,6,2,2
356,B,7,4,4
524,7,7,4,4
876,2,9,5,5
1075,2,B,7,7
1012,0,0,0,0
340,2,7,4,4
834,2,B,7,7
602,4,0,9,9
857,4,9,5,5
760,B,8,4,4
212,4,0,2,2
811,5,9,5,5
420,B,7,4,4
266,4,B,7,7
1865,0,2,4,4
56,2,s,s,0
1259,0,0,0,0
1142,0,9,6,6
78,4,0,7,4
62,4,0,5,4
334,2,6,2,2
67,4,0,5,4
1152,B,2,7,7
904,7,4,0,0
543,7,9,5,5
1295,0,0,0,0
1579,4,0,4,4
829,4,B,7,7
112,4,0,0,0
884,9,9,9,9
631,2,0,5,5
345,2,7,4,4
1946,9,0,9,9
183,0,0,0,0
156,0,0,0,0
690,0,4,4,4
557,5,9,5,5
1660,B,7,4,4
202,4,0,0,0
263,2,B,7,7
1157,B,2,7,7
98,5,9,5,5
598,5,B,7,7
255,4,B,7,7
670,0,5,2,2
1787,9,9,5,5
1667,B,7,4,4
248,2,B,7,7
63,4,0,5,4
258,2,B,7,7
79,4,0,7,4
300,2,9,5,5
744,B,8,4,4
1201,4,0,9,9
392,0,6,2,2
887,0,9,5,5
1108,4,9,5,5
287,9,4,s,9
1288,0,0,0,0
894,7,4,2,0
845,4,B,7,7
1465,5,9,9,9
623,4,0,9,9
1107,4,9,5,5
734,B,9,2,2
1329,0,0,0,0
54,2,s,s,0
8,0,s,s,0
668,2,B,2,2
1113,4,9,5,5
947,7,7,4,4
1162,B,2,7,7
1601,7,4,0,0
956,5,B,7,7
234,4,0,6,6
595,5,B,7,7
828,4,B,7,7
412,B,7,4,4
617,B,2,2,2
719,0,9,0,0
966,2,0,9,9
1076,2,B,7,7
1174,B,2,7,7
103,5,B,5,5
1053,5,9,5,5
595,5,B,7,7
1271,0,0,0,0
1307,2,0,s,5
44,5,2,2,2
426,s,7,7,7
4,7,4,0,0
503,B,7,7,7
1524,5,0,9,9
881,4,4,5,0
282,4,7,4,4
1926,4,7,0,0
801,s,0,0,0
855,4,9,5,5
953,5,s,0,0
1242,2,B,7,7
1335,0,0,0,0
92,7,7,4,4
575,5,9,5,5
244,2,B,7,7
685,0,4,4,4
832,4,B,7,7
222,4,0,4,4
1243,2,B,7,7
5,7,4,0,0
1120,2,9,5,5
181,0,0,0,0
360,0,7,4,4
475,9,6,2,2
686,A,5,2,2
212,4,0,2,2
96,4,s,s,0
1133,2,9,6,6
547,7,9,5,5
204,4,0,2,2
957,5,B,7,7
916,B,2,7,7
1113,4,9,5,5
687,0,4,4,4
503,4,8,4,4
1244,2,B,7,7
724,B,9,2,2
896,2,9,6,6
1087,4,B,7,7
1275,0,0,0,0
71,4,0,5,4
432,9,7,0,0
304,5,0,9,9
407,0,2,2,2
744,2,0,7,7
903,0,9,6,6
255,4,B,7,7
1649,0,2,2,2
340,2,7,4,4
218,4,0,4,4
934,B,2,7,7
391,0,6,2,2
569,9,4,0,0
14,7,4,0,0
1573,4,0,4,4
912,s,5,9,9
184,0,0,0,0
666,2,B,2,2
613,4,0,9,9
152,0,0,0,0
803,5,9,9,9
985,2,0,7,7
1033,5,0,9,9
183,0,0,0,0
1025,2,0,0,0
102,5,B,5,5
527,7,7,4,4
128,4,2,s,0
842,4,B,7,7
949,5,9,5,5
383,0,4,0,0
435,9,7,0,0
1183,7,7,4,4
585,5,B,7,7
1019,0,0,0,0
72,2,s,s,B
292,4,9,5,5
819,5,B,7,7
1314,0,0,0,0
356,7,0,s,2
740,B,9,2,2
