,Soprano,Alto,Tenor,Bass
18,5,2,2,B
19,5,2,2,B
20,3,7,3,0
21,3,7,3,0
22,3,9,5,0
23,3,9,5,0
24,2,B,7,7
25,2,B,7,7
26,2,B,7,7
27,2,B,7,7
28,5,B,8,2
29,5,B,8,2
30,5,B,8,2
31,5,B,8,2
32,3,0,7,3
33,3,0,7,3
34,3,0,7,5
35,3,0,7,5
36,2,B,7,7
37,2,B,7,7
38,2,B,5,7
39,2,B,5,7
40,0,0,3,8
41,0,0,3,8
42,0,A,3,8
43,0,A,3,8
44,2,8,5,7
45,2,8,5,7
46,3,8,5,5
47,5,8,5,5
48,3,7,B,7
49,3,7,B,7
50,3,7,0,7
51,3,7,0,7
52,2,7,0,7
53,2,7,0,7
54,2,7,B,7
55,2,7,B,7
56,0,7,3,0
57,0,7,3,0
58,0,7,3,0
59,0,7,3,0
60,2,B,7,7
61,2,B,7,7
62,2,B,7,7
63,2,B,7,7
64,3,0,7,0
65,3,0,7,0
66,3,0,7,0
67,3,0,7,0
68,2,B,5,2
69,2,B,5,2
70,2,B,5,2
71,2,B,5,2
72,0,0,7,3
73,0,0,7,3
74,0,0,7,3
75,0,0,7,3
76,7,B,5,2
77,7,B,5,2
78,7,0,3,0
79,7,0,3,0
80,7,2,2,B
81,7,2,2,B
82,5,2,2,B
83,5,2,2,B
84,3,7,3,0
85,3,7,3,0
86,3,9,5,0
87,3,9,5,0
88,2,B,7,7
89,2,B,7,7
90,2,B,7,7
91,2,B,7,7
92,5,B,8,2
93,5,B,8,2
94,5,B,8,2
95,5,B,8,2
96,3,0,7,3
97,3,0,7,3
98,3,0,7,5
99,3,0,7,5
100,2,B,7,7
101,2,B,7,7
102,2,B,5,7
103,2,B,5,7
104,0,0,3,8
105,0,0,3,8
106,0,A,3,8
107,0,A,3,8
108,2,8,5,7
109,2,8,5,7
110,3,8,5,5
111,5,8,5,5
112,3,7,B,7
113,3,7,B,7
114,3,7,0,7
115,3,7,0,7
116,2,7,0,7
117,2,7,0,7
118,2,7,B,7
119,2,7,B,7
120,0,7,3,0
121,0,7,3,0
122,0,7,3,0
123,0,7,3,0
124,0,5,0,9
125,0,5,0,9
126,0,5,0,9
127,0,5,0,9
128,2,5,A,A
129,2,5,A,A
130,0,6,0,9
131,0,6,0,9
132,A,7,2,7
133,A,7,2,7
134,A,7,2,7
135,A,7,2,7
136,9,6,2,2
137,9,6,2,2
138,9,6,2,0
139,9,6,2,0
140,7,7,2,A
141,7,7,2,A
142,9,6,0,9
143,9,6,0,9
144,A,7,2,7
145,A,7,2,7
146,A,A,2,5
147,A,A,2,5
148,0,9,3,3
149,0,9,3,3
150,0,7,3,3
151,0,7,3,3
152,2,6,9,2
153,2,6,9,2
154,2,6,9,2
155,2,6,9,2
156,A,2,7,7
157,A,2,7,7
158,A,2,5,7
159,A,2,5,7
160,0,0,3,8
161,0,0,3,8
162,2,0,5,8
163,2,0,5,8
164,3,0,7,3
165,3,0,7,3
166,3,0,7,5
167,3,0,7,5
168,2,B,7,7
169,2,B,7,7
170,2,B,7,7
171,2,B,7,7
172,3,0,7,0
173,3,0,7,0
174,2,0,5,2
175,2,0,5,2
176,0,7,3,3
177,0,7,3,3
178,0,7,3,5
179,0,7,3,5
180,B,7,2,7
181,B,7,2,7
182,B,7,2,7
183,B,7,2,7
184,0,7,3,0
185,0,7,3,0
186,0,7,3,0
187,0,7,3,0
188,0,7,3,0
189,0,7,3,0
190,0,7,3,0
191,0,7,3,0
192,7,7,2,B
193,7,7,2,B
194,7,7,2,B
195,7,7,2,B
196,3,7,0,0
197,3,7,0,0
198,3,7,0,A
199,3,7,0,A
200,5,8,0,8
201,5,8,0,8
202,5,8,0,7
203,5,8,0,7
204,7,A,1,5
205,7,A,1,5
206,7,A,1,4
207,7,A,1,4
208,5,9,0,5
209,5,9,0,5
210,5,B,7,5
211,5,B,7,5
212,3,0,9,6
213,3,0,9,6
214,3,0,9,6
215,3,0,9,6
216,2,7,B,7
217,2,7,B,7
218,2,7,B,7
219,2,7,B,7
0,7,0,3,0
1,7,0,3,0
2,7,0,3,0
3,7,0,3,0
4,7,0,4,A
5,7,0,4,A
6,7,0,4,A
7,7,0,4,A
8,5,0,5,8
9,5,0,5,8
10,5,B,5,8
11,5,B,5,8
12,3,0,7,7
13,3,0,7,7
14,3,0,7,7
15,3,0,7,7
16,2,0,8,5
17,2,0,8,5
18,2,2,8,5
19,2,2,8,5
20,2,B,7,7
21,2,B,7,7
22,0,B,5,7
23,0,B,5,7
24,0,0,3,0
25,0,0,3,0
26,0,0,3,0
27,0,0,3,0
28,0,7,3,0
29,0,7,3,0
30,0,7,3,0
31,0,7,3,0
32,3,0,7,0
33,3,0,7,0
34,3,0,7,0
35,3,0,7,0
36,3,0,7,A
37,3,0,7,A
38,5,2,5,8
39,5,2,5,8
40,7,3,A,7
41,7,3,A,7
42,7,3,A,5
43,7,3,A,5
44,7,3,A,3
45,7,3,A,3
46,7,3,A,3
47,7,3,A,3
48,5,3,0,8
49,5,3,0,8
50,5,0,0,8
51,5,0,0,8
52,5,2,A,A
53,5,2,A,A
54,3,2,8,A
55,3,2,8,A
56,3,A,7,3
57,3,A,7,3
58,3,A,7,3
59,3,A,7,3
60,3,A,7,3
61,3,A,7,3
62,3,A,7,3
63,3,A,7,3
64,3,0,8,8
65,3,0,8,8
66,3,0,8,8
67,3,0,8,8
68,5,2,8,7
69,5,2,8,7
70,5,2,8,5
71,5,2,8,5
72,5,B,2,7
73,5,B,2,7
74,5,B,2,7
75,5,B,2,7
76,3,0,0,8
77,3,0,0,8
78,3,0,3,8
79,3,0,3,8
80,2,0,8,5
81,2,0,8,5
82,2,0,8,5
83,2,0,8,5
84,2,B,7,7
85,2,B,7,7
86,0,B,5,7
87,0,B,5,7
88,0,7,3,0
89,0,7,3,0
90,0,7,3,0
91,0,7,3,0
92,0,7,3,0
93,0,7,3,0
94,0,7,3,0
95,0,7,3,0
96,7,0,4,0
97,7,0,4,0
98,7,0,5,2
99,7,0,5,2
100,7,0,7,4
101,7,0,7,4
102,7,0,4,0
103,7,0,4,0
104,8,0,5,5
105,8,0,5,5
106,8,0,5,7
107,8,0,5,7
108,8,0,5,8
109,8,0,5,8
110,8,0,5,5
111,8,0,5,5
112,5,2,5,A
113,5,2,5,A
114,5,3,5,0
115,5,3,5,0
116,5,5,A,2
117,5,5,A,2
118,5,2,A,A
119,5,2,A,A
120,7,3,A,3
121,7,3,A,3
122,7,3,A,3
123,7,3,A,3
124,7,3,A,3
125,7,3,A,3
126,7,3,A,3
127,7,3,A,3
128,3,0,8,8
129,3,0,8,8
130,3,0,8,A
131,3,0,8,A
132,3,0,8,0
133,3,0,8,0
134,3,0,8,8
135,3,0,8,8
136,8,5,0,5
137,8,5,0,5
138,8,5,0,7
139,8,5,0,7
140,8,5,0,8
141,8,5,0,8
142,8,5,0,5
143,8,5,0,5
144,7,5,1,A
145,7,5,1,A
146,7,5,1,7
147,7,5,1,7
148,7,4,0,0
149,7,4,0,0
150,7,4,A,0
151,7,4,A,0
152,5,0,8,5
153,5,0,8,5
154,5,0,8,5
155,5,0,8,5
156,5,0,8,5
157,5,0,8,5
158,5,0,8,5
159,5,0,8,5
160,2,B,7,5
161,2,B,7,5
162,2,B,7,5
163,2,B,7,5
164,3,0,7,3
165,3,0,7,3
166,3,0,7,3
167,3,0,7,3
168,5,0,5,2
169,5,0,5,2
170,5,B,5,2
171,5,B,5,2
172,3,0,7,0
173,3,0,7,0
174,3,0,7,0
175,3,0,7,0
176,2,0,8,5
177,2,0,8,5
178,2,0,8,5
179,2,0,8,5
180,2,B,7,7
181,2,B,7,7
182,2,B,5,7
183,2,B,5,7
184,0,7,3,0
185,0,7,3,0
186,0,7,3,0
187,0,7,3,0
188,0,7,3,0
189,0,7,3,0
190,0,7,3,0
191,0,7,3,0
192,0,3,7,0
193,0,3,7,0
194,0,3,7,2
195,0,3,7,2
196,0,3,7,3
197,0,3,7,3
198,0,3,7,5
199,0,3,7,5
200,A,2,7,7
201,A,2,7,7
202,A,2,7,9
203,A,2,7,9
204,A,2,7,A
205,A,2,7,A
206,A,2,7,0
207,A,2,7,0
208,9,2,7,2
209,9,2,7,2
210,9,3,7,2
211,9,3,7,2
212,9,2,6,2
213,9,2,6,2
214,9,0,6,2
215,9,0,6,2
216,7,B,7,7
217,7,B,7,7
218,7,B,7,7
219,7,B,7,7
220,7,B,2,7
221,7,B,2,7
222,7,B,2,7
223,7,B,2,7
224,7,0,4,0
225,7,0,4,0
226,7,0,4,A
227,7,0,4,A
228,7,0,4,8
229,7,0,4,8
230,7,0,4,7
231,7,0,4,7
232,8,0,5,5
233,8,0,5,5
234,8,2,5,5
235,8,2,5,5
236,7,3,A,7
237,7,3,A,7
238,7,3,A,8
239,7,3,A,8
240,5,3,A,A
241,5,3,A,A
242,5,0,A,A
243,5,0,A,A
244,5,2,A,A
245,5,2,A,A
246,3,2,8,A
247,3,2,8,A
248,3,A,7,3
249,3,A,7,3
250,3,A,7,3
251,3,A,7,3
252,3,A,7,3
253,3,A,7,3
254,3,A,7,3
255,3,A,7,3
256,3,0,8,8
257,3,0,8,8
258,3,0,8,A
259,3,0,8,A
260,3,0,8,8
261,3,0,8,8
262,3,0,8,7
263,3,0,8,7
264,8,5,0,5
265,8,5,0,5
266,8,5,0,7
267,8,5,0,7
268,8,5,0,8
269,8,5,0,8
270,8,5,0,5
271,8,5,0,5
272,5,2,A,A
273,5,2,A,A
274,5,2,A,0
275,5,2,A,0
276,5,2,A,A
277,5,2,A,A
278,5,2,A,8
279,5,2,A,8
280,A,7,2,7
281,A,7,2,7
282,A,7,2,8
283,A,7,2,8
284,A,7,2,A
285,A,7,2,A
286,A,7,2,7
287,A,7,2,7
288,7,3,0,0
289,7,3,0,0
290,7,2,0,B
291,7,2,0,B
292,7,3,0,0
293,7,3,0,0
294,7,5,0,2
295,7,5,0,2
296,0,7,7,3
297,0,7,7,3
298,0,7,7,2
299,0,7,7,2
300,0,5,0,3
301,0,5,0,3
302,0,3,0,5
303,0,3,0,5
0,2,7,B,5
1,2,7,B,5
2,2,7,B,5
3,2,7,B,5
4,2,7,B,5
5,2,7,B,5
6,2,7,B,5
7,2,7,B,5
8,7,7,0,3
9,7,7,0,3
10,7,7,0,3
11,7,7,0,3
12,2,B,5,2
13,2,B,5,2
14,2,B,5,2
15,2,B,5,2
16,3,0,7,0
17,3,0,7,0
18,3,0,7,0
19,3,0,7,0
20,2,A,5,2
21,2,A,5,2
22,0,9,5,2
23,0,9,5,2
24,A,7,7,3
25,A,7,7,3
26,A,7,5,2
27,A,7,5,2
28,0,9,3,0
29,0,9,3,0
30,0,9,3,0
31,0,9,3,0
32,2,B,2,7
33,2,B,2,7
34,2,B,2,7
35,2,B,2,7
36,2,B,2,7
37,2,B,2,7
38,2,B,2,7
39,2,B,2,7
40,2,B,7,7
41,2,B,7,7
42,2,B,7,7
43,2,B,7,7
44,2,B,7,7
45,2,B,7,7
46,2,B,7,7
47,2,B,7,7
48,3,0,7,0
49,3,0,7,0
50,3,0,7,0
51,3,0,7,0
52,5,2,8,A
53,5,2,8,A
54,5,2,8,8
55,5,2,8,8
56,3,3,A,7
57,3,3,A,7
58,2,3,A,7
59,2,3,A,7
60,0,8,3,8
61,0,8,3,8
62,0,8,3,8
63,0,8,3,8
64,A,7,3,3
65,A,7,3,3
66,A,7,2,3
67,A,7,2,3
68,8,5,0,5
69,8,5,0,5
70,8,3,0,5
71,8,3,0,5
72,7,2,B,7
73,7,2,B,7
74,7,2,B,7
75,7,2,B,7
76,7,2,B,7
77,7,2,B,7
78,7,2,B,7
79,7,2,B,7
80,2,7,B,5
81,2,7,B,5
82,2,7,B,5
83,2,7,B,5
84,2,7,B,5
85,2,7,B,5
86,2,7,B,5
87,2,7,B,5
88,7,7,0,3
89,7,7,0,3
90,7,7,0,3
91,7,7,0,3
92,2,B,5,2
93,2,B,5,2
94,2,B,5,2
95,2,B,5,2
96,3,0,7,0
97,3,0,7,0
98,3,0,7,0
99,3,0,7,0
100,2,A,5,2
101,2,A,5,2
102,0,9,5,2
103,0,9,5,2
104,A,7,7,3
105,A,7,7,3
106,A,7,5,2
107,A,7,5,2
108,0,9,3,0
109,0,9,3,0
110,0,9,3,0
111,0,9,3,0
112,2,B,2,7
113,2,B,2,7
114,2,B,2,7
115,2,B,2,7
116,2,B,2,7
117,2,B,2,7
118,2,B,2,7
119,2,B,2,7
120,2,B,7,7
121,2,B,7,7
122,2,B,7,7
123,2,B,7,7
124,2,B,7,7
125,2,B,7,7
126,2,B,7,7
127,2,B,7,7
128,3,0,7,0
129,3,0,7,0
130,3,0,7,0
131,3,0,7,0
132,5,2,8,A
133,5,2,8,A
134,5,2,8,8
135,5,2,8,8
136,3,3,A,7
137,3,3,A,7
138,2,3,A,7
139,2,3,A,7
140,0,8,3,8
141,0,8,3,8
142,0,8,3,8
143,0,8,3,8
144,A,7,3,3
145,A,7,3,3
146,A,7,2,3
147,A,7,2,3
148,8,5,0,5
149,8,5,0,5
150,8,3,0,5
151,8,3,0,5
152,7,2,B,7
153,7,2,B,7
154,7,2,B,7
155,7,2,B,7
156,7,2,B,7
157,7,2,B,7
158,7,2,B,7
159,7,2,B,7
160,0,7,0,3
161,0,7,0,3
162,0,7,0,3
163,0,7,0,3
164,0,7,0,3
165,0,7,0,3
166,0,7,0,3
167,0,7,0,3
168,A,5,2,2
169,A,5,2,2
170,A,5,2,2
171,A,5,2,2
172,3,7,3,0
173,3,7,3,0
174,3,9,3,0
175,3,9,3,0
176,2,A,5,A
177,2,A,5,A
178,2,A,5,A
179,2,A,5,A
180,0,0,5,8
181,0,0,5,8
182,0,0,7,7
183,0,0,7,7
184,5,2,8,5
185,5,2,8,5
186,3,0,8,5
187,3,0,8,5
188,2,B,2,7
189,2,B,2,7
190,2,B,2,7
191,2,B,2,7
192,0,7,3,0
193,0,7,3,0
194,0,7,3,0
195,0,7,3,0
196,0,7,3,0
197,0,7,3,0
198,0,7,3,0
199,0,7,3,0
200,3,0,7,0
201,3,0,7,0
202,3,0,7,0
203,3,0,7,0
204,3,0,7,0
205,3,0,7,0
206,3,0,7,0
207,3,0,7,0
208,2,A,7,7
209,2,A,7,7
210,2,A,7,7
211,2,A,7,7
212,3,A,7,5
213,3,A,7,5
214,3,A,7,3
215,3,A,7,3
216,5,A,5,2
217,5,A,5,2
218,5,8,5,2
219,5,8,5,2
220,A,7,3,3
221,A,7,3,3
222,A,7,3,3
223,A,7,3,3
224,2,5,9,5
225,2,5,9,5
226,2,5,A,5
227,2,5,A,5
228,0,3,A,5
229,0,3,A,5
230,0,3,9,5
231,0,3,9,5
232,A,2,A,A
233,A,2,A,A
234,A,2,A,A
235,A,2,A,A
236,A,2,A,A
237,A,2,A,A
238,A,2,A,A
239,A,2,A,A
240,A,7,A,3
241,A,7,A,3
242,A,7,A,3
243,A,7,A,3
244,A,7,A,3
245,A,7,A,3
246,A,7,A,3
247,A,7,A,3
248,3,7,0,0
249,3,7,0,0
250,3,7,0,0
251,3,7,0,0
252,2,7,B,7
253,2,7,B,7
254,2,5,B,7
255,2,5,B,7
256,0,3,0,8
257,0,3,0,8
258,0,3,0,8
259,0,3,0,8
260,7,3,A,3
261,7,3,A,3
262,7,3,A,3
263,7,3,A,3
264,A,5,A,1
265,A,5,A,1
266,A,5,A,1
267,A,5,A,1
268,8,5,0,0
269,8,5,0,0
270,8,5,0,0
271,8,5,0,0
0,0,7,3,0
1,0,7,3,0
2,0,7,3,0
3,0,7,3,0
4,0,7,3,A
5,0,7,3,A
6,0,7,3,A
7,0,7,3,A
8,0,0,5,9
9,0,0,5,9
10,0,0,5,9
11,0,0,5,9
12,2,A,5,A
13,2,A,5,A
14,2,A,5,A
15,2,A,5,A
16,2,A,5,5
17,2,A,5,5
18,2,A,5,5
19,2,A,5,5
20,2,A,5,8
21,2,A,5,8
22,2,A,5,8
23,2,A,5,8
24,3,A,3,7
25,3,A,3,7
26,3,A,3,7
27,3,A,3,7
28,2,A,7,3
29,2,A,7,3
30,2,A,7,3
31,2,A,7,3
32,0,8,3,8
33,0,8,3,8
34,0,8,3,8
35,0,8,3,8
36,A,7,3,3
37,A,7,3,3
38,A,7,3,3
39,A,7,3,3
40,A,7,3,3
41,A,7,3,3
42,A,7,3,3
43,A,7,3,3
44,A,7,3,3
45,A,7,3,3
46,A,7,3,3
47,A,7,3,3
48,3,A,7,3
49,3,A,7,3
50,3,A,7,3
51,3,A,7,3
52,3,A,7,3
53,3,A,7,3
54,3,A,7,3
55,3,A,7,3
56,5,B,7,2
57,5,B,7,2
58,5,B,7,2
59,5,B,7,2
60,3,0,7,0
61,3,0,7,0
62,3,0,7,0
63,3,0,7,0
64,3,0,5,9
65,3,0,5,9
66,3,0,5,9
67,3,0,5,9
68,2,A,5,A
69,2,A,5,A
70,2,A,5,A
71,2,A,5,A
72,3,A,7,3
73,3,A,7,3
74,3,A,7,3
75,3,A,7,3
76,3,A,7,3
77,3,A,7,3
78,3,A,7,3
79,3,A,7,3
80,3,A,7,3
81,3,A,7,3
82,3,A,7,3
83,3,A,7,3
84,3,0,7,0
85,3,0,7,0
86,3,0,7,0
87,3,0,7,0
88,3,0,5,9
89,3,0,5,9
90,3,0,5,9
91,3,0,5,9
92,3,9,5,5
93,3,9,5,5
94,3,9,5,5
95,3,9,5,5
96,2,A,5,A
97,2,A,5,A
98,2,A,5,A
99,2,A,5,A
100,2,A,7,7
101,2,A,7,7
102,2,A,7,7
103,2,A,7,7
104,0,A,7,4
105,0,A,7,4
106,0,A,7,4
107,0,A,7,4
108,0,A,5,5
109,0,A,5,5
110,0,A,5,5
111,0,A,5,5
112,2,9,2,6
113,2,9,2,6
114,2,9,2,6
115,2,9,2,6
116,B,7,2,7
117,B,7,2,7
118,B,7,2,7
119,B,7,2,7
120,0,7,3,0
121,0,7,3,0
122,0,7,3,0
123,0,7,3,0
124,0,7,3,0
125,0,7,3,0
126,0,7,3,0
127,0,7,3,0
128,0,5,0,8
129,0,5,0,8
130,0,5,0,8
131,0,5,0,8
132,A,5,2,8
133,A,5,2,8
134,A,5,2,8
135,A,5,2,8
136,A,7,3,7
137,A,7,3,7
138,A,7,3,7
139,A,7,3,7
140,0,5,0,9
141,0,5,0,9
142,0,5,0,9
143,0,5,0,9
144,2,5,A,A
145,2,5,A,A
146,2,5,A,A
147,2,5,A,A
148,2,5,2,9
149,2,5,2,9
150,2,5,2,9
151,2,5,2,9
152,2,8,5,B
153,2,8,5,B
154,2,8,5,B
155,2,8,5,B
156,3,7,3,0
157,3,7,3,0
158,3,7,3,0
159,3,7,3,0
160,3,8,5,5
161,3,8,5,5
162,3,8,5,5
163,3,8,5,5
164,2,A,5,7
165,2,A,5,7
166,2,A,5,7
167,2,A,5,7
168,0,A,3,8
169,0,A,3,8
170,0,A,3,8
171,0,A,3,8
172,0,9,3,6
173,0,9,3,6
174,0,9,3,6
175,0,9,3,6
176,B,7,2,7
177,B,7,2,7
178,B,7,2,7
179,B,7,2,7
180,0,7,4,0
181,0,7,4,0
182,0,7,4,0
183,0,7,4,0
184,0,7,4,0
185,0,7,4,0
186,0,7,4,0
187,0,7,4,0
188,0,7,4,0
189,0,7,4,0
190,0,7,4,0
191,0,7,4,0
0,A,7,3,7
1,A,7,3,7
2,A,5,2,7
3,A,5,2,7
4,0,3,0,8
5,0,3,0,8
6,2,5,0,8
7,2,5,0,8
8,3,7,A,7
9,3,7,A,7
10,5,8,A,5
11,5,8,A,5
12,7,A,A,3
13,7,A,A,3
14,7,A,0,3
15,7,A,0,3
16,5,A,2,A
17,5,A,2,A
18,5,A,0,A
19,5,A,2,A
20,3,A,3,0
21,3,A,3,0
22,3,9,5,0
23,3,9,5,0
24,3,A,7,A
25,3,A,7,A
26,3,A,7,A
27,3,A,7,A
28,2,A,5,A
29,2,A,5,A
30,2,A,5,A
31,2,A,5,A
32,3,A,7,3
33,3,A,7,3
34,3,A,7,3
35,3,A,7,3
36,3,A,7,3
37,3,A,7,3
38,3,A,7,3
39,3,A,7,3
40,3,A,7,3
41,3,A,7,3
42,3,A,7,3
43,3,A,7,3
44,7,A,3,3
45,7,A,3,3
46,7,A,3,3
47,7,A,3,3
48,5,A,2,A
49,5,A,2,A
50,5,8,2,A
51,5,8,2,A
52,3,7,2,0
53,3,7,2,0
54,3,7,0,0
55,3,7,0,0
56,2,7,A,7
57,2,7,A,7
58,0,7,0,7
59,0,7,0,7
60,A,7,2,7
61,A,7,2,7
62,A,7,2,5
63,A,7,2,5
64,0,7,3,3
65,0,7,3,3
66,0,9,3,3
67,0,9,3,3
68,2,B,5,2
69,2,B,5,2
70,3,0,7,0
71,3,0,7,0
72,5,2,8,B
73,5,2,8,B
74,5,2,7,B
75,5,2,7,B
76,3,0,7,0
77,3,0,7,0
78,2,0,7,0
79,2,0,7,0
80,3,0,8,5
81,3,0,8,5
82,3,0,5,5
83,3,0,5,5
84,2,B,2,7
85,2,B,2,7
86,2,B,3,7
87,2,B,5,7
88,0,7,3,0
89,0,7,3,0
90,0,7,3,0
91,0,7,3,0
92,3,7,0,0
93,3,7,0,0
94,3,7,2,0
95,3,7,2,0
96,A,7,3,7
97,A,7,3,7
98,A,5,2,7
99,A,5,2,7
100,0,3,0,8
101,0,3,0,8
102,2,5,0,8
103,2,5,0,8
104,3,7,A,7
105,3,7,A,7
106,5,8,A,5
107,5,8,A,5
108,7,A,A,3
109,7,A,A,3
110,7,A,0,3
111,7,A,0,3
112,5,A,2,A
113,5,A,2,A
114,5,A,0,A
115,5,A,0,A
116,3,A,3,0
117,3,A,3,0
118,3,9,5,0
119,3,9,5,0
120,3,A,7,A
121,3,A,7,A
122,3,A,7,A
123,3,A,7,A
124,2,A,5,A
125,2,A,5,A
126,2,A,5,A
127,2,A,5,A
128,3,A,7,3
129,3,A,7,3
130,3,A,7,3
131,3,A,7,3
132,3,A,7,3
133,3,A,7,3
134,3,A,7,3
135,3,A,7,3
136,3,A,7,3
137,3,A,7,3
138,3,A,7,3
139,3,A,7,3
140,7,A,3,3
141,7,A,3,3
142,7,A,3,3
143,7,A,3,3
144,5,A,2,A
145,5,A,2,A
146,5,8,2,A
147,5,8,2,A
148,3,7,2,0
149,3,7,2,0
150,3,7,0,0
151,3,7,0,0
152,2,7,A,7
153,2,7,A,7
154,0,7,0,7
155,0,7,0,7
156,A,7,2,7
157,A,7,2,7
158,A,7,2,5
159,A,7,2,5
160,0,7,3,3
161,0,7,3,3
162,0,9,3,3
163,0,9,3,3
164,2,B,5,2
165,2,B,5,2
166,3,0,7,0
167,3,0,7,0
168,5,2,8,B
169,5,2,8,B
170,5,2,7,B
171,5,2,7,B
172,3,0,7,0
173,3,0,7,0
174,2,0,7,0
175,2,0,7,0
176,3,0,8,5
177,3,0,8,5
178,3,0,5,5
179,3,0,5,5
180,2,B,2,7
181,2,B,2,7
182,2,B,3,7
183,2,B,5,7
184,0,7,3,0
185,0,7,3,0
186,0,7,3,0
187,0,7,3,0
