,Soprano,Alto,Tenor,Bass
13,A,2,5,2
14,A,2,7,4
15,A,2,7,4
16,9,0,9,5
17,9,0,A,5
18,9,5,0,5
19,9,5,0,5
20,7,5,0,0
21,7,5,0,0
22,7,4,A,0
23,7,4,A,0
24,5,0,9,5
25,5,0,9,5
26,5,0,9,5
27,5,0,9,5
28,7,2,7,B
29,7,2,7,B
30,7,2,7,B
31,7,2,7,B
32,4,0,7,0
33,4,0,7,0
34,4,0,7,2
35,4,0,7,2
36,0,0,7,4
37,0,0,7,4
38,2,B,5,4
39,2,B,5,4
40,4,0,4,9
41,4,0,4,9
42,4,0,4,9
43,4,0,4,9
44,6,9,2,2
45,6,9,2,2
46,6,9,2,0
47,6,9,2,0
48,7,2,2,B
49,7,2,2,B
50,7,0,7,9
51,7,B,7,7
52,9,0,7,2
53,9,0,7,2
54,9,0,6,2
55,9,0,6,2
56,7,B,2,7
57,7,B,2,7
58,7,B,2,7
59,7,B,2,7
60,7,4,0,0
61,7,4,0,0
62,7,4,0,0
63,7,4,0,0
64,7,2,2,B
65,7,2,2,B
66,7,4,2,B
67,7,4,2,B
68,7,5,0,7
69,7,5,0,7
70,7,5,B,7
71,7,5,B,7
72,7,4,0,0
73,7,4,0,0
74,7,4,0,0
75,7,4,0,0
76,A,2,5,2
77,A,2,5,2
78,A,2,7,4
79,A,2,7,4
80,9,0,9,5
81,9,0,A,5
82,9,5,0,5
83,9,5,0,5
84,7,5,0,0
85,7,5,0,0
86,7,4,A,0
87,7,4,A,0
88,5,0,9,5
89,5,0,9,5
90,5,0,9,5
91,5,0,9,5
92,7,2,7,B
93,7,2,7,B
94,7,2,7,B
95,7,2,7,B
96,4,0,7,0
97,4,0,7,0
98,4,0,7,2
99,4,0,7,2
100,0,0,7,4
101,0,0,7,4
102,2,B,5,4
103,2,B,5,4
104,4,0,4,9
105,4,0,4,9
106,4,0,4,9
107,4,0,4,9
108,6,9,2,2
109,6,9,2,2
110,6,9,2,0
111,6,9,2,0
112,7,2,2,B
113,7,2,2,B
114,7,0,7,9
115,7,B,7,7
116,9,0,7,2
117,9,0,7,2
118,9,0,6,2
119,9,0,6,2
120,7,B,2,7
121,7,B,2,7
122,7,B,2,7
123,7,B,2,7
124,7,0,4,0
125,7,0,4,0
126,7,2,4,0
127,7,2,4,0
128,0,4,9,9
129,0,4,9,9
130,0,6,9,9
131,0,6,9,9
132,B,7,2,B
133,B,7,2,B
134,B,7,2,0
135,B,7,2,0
136,9,6,2,2
137,9,6,2,2
138,9,6,2,2
139,9,6,2,2
140,B,7,2,7
141,B,7,2,7
142,B,7,2,7
143,B,7,2,7
144,0,7,7,4
145,0,7,7,4
146,B,7,7,0
147,B,7,7,0
148,9,2,6,2
149,9,2,6,2
150,9,2,6,2
151,9,2,6,2
152,7,2,B,7
153,7,2,B,7
154,7,2,B,7
155,7,2,B,7
156,7,4,0,0
157,7,4,0,0
158,7,4,0,0
159,7,4,0,0
160,0,0,7,4
161,0,0,7,4
162,0,2,7,4
163,0,2,7,4
164,7,4,0,0
165,7,4,0,0
166,7,4,0,0
167,7,4,0,0
168,9,5,0,5
169,9,5,0,5
170,9,5,0,7
171,9,5,0,7
172,4,0,9,9
173,4,0,9,9
174,5,2,9,9
175,5,2,9,9
176,7,4,A,1
177,7,4,A,1
178,7,4,A,1
179,7,4,A,1
180,5,2,9,2
181,5,2,9,2
182,5,2,9,2
183,5,2,9,2
184,4,1,9,9
185,4,1,9,9
186,4,1,9,9
187,4,1,9,9
188,4,0,7,0
189,4,0,7,0
190,4,0,7,0
191,4,0,7,0
192,2,B,7,7
193,2,B,7,7
194,2,B,7,7
195,2,B,7,7
196,5,9,0,9
197,5,9,0,9
198,5,9,0,B
199,5,9,0,B
200,4,7,0,0
201,4,7,0,0
202,4,7,0,0
203,4,7,0,0
204,2,7,B,7
205,2,7,B,7
206,2,7,7,7
207,2,7,7,7
208,9,9,2,6
209,9,9,2,6
210,9,9,2,6
211,9,9,2,6
212,B,7,2,7
213,B,7,2,7
214,B,7,2,7
215,B,7,2,7
216,0,7,4,0
217,0,7,4,0
218,0,7,4,0
219,0,7,4,0
0,9,0,5,5
1,9,0,5,5
2,9,0,4,5
3,9,0,4,5
4,7,B,2,7
5,7,B,2,7
6,5,B,2,7
7,5,B,2,7
8,4,0,9,9
9,4,0,9,9
10,5,0,9,9
11,5,0,9,9
12,7,B,2,B
13,7,B,2,B
14,7,B,4,0
15,7,B,4,0
16,5,9,5,2
17,5,9,5,2
18,4,0,9,2
19,4,0,9,2
20,5,0,7,7
21,5,0,7,7
22,5,B,7,7
23,5,B,7,7
24,4,0,7,0
25,4,0,7,0
26,4,0,7,0
27,4,0,7,0
28,2,2,7,B
29,2,2,7,B
30,2,2,7,B
31,2,2,7,B
32,4,0,7,0
33,4,0,7,0
34,4,0,7,B
35,4,0,7,B
36,5,0,0,9
37,5,0,0,9
38,5,0,2,9
39,5,0,2,9
40,7,0,4,4
41,7,0,4,4
42,7,0,0,4
43,7,0,0,4
44,5,0,9,5
45,5,0,9,5
46,4,0,9,5
47,4,0,9,5
48,2,0,2,7
49,2,0,2,7
50,0,0,4,7
51,0,0,4,7
52,2,B,5,7
53,2,B,5,7
54,2,B,5,7
55,2,B,5,7
56,0,7,4,0
57,0,7,4,0
58,0,7,4,0
59,0,7,4,0
60,7,0,4,0
61,7,0,4,0
62,7,0,4,0
63,7,0,4,0
64,9,0,5,5
65,9,0,5,5
66,9,0,4,5
67,9,0,4,5
68,7,B,2,7
69,7,B,2,7
70,5,B,2,7
71,5,B,2,7
72,4,0,9,9
73,4,0,9,9
74,5,0,9,9
75,5,0,9,9
76,7,B,2,B
77,7,B,2,B
78,7,B,4,0
79,7,B,4,0
80,5,9,5,2
81,5,9,5,2
82,4,0,9,2
83,4,0,9,2
84,5,0,7,7
85,5,0,7,7
86,5,B,7,7
87,5,B,7,7
88,4,0,7,0
89,4,0,7,0
90,4,0,7,0
91,4,0,7,0
92,2,2,7,B
93,2,2,7,B
94,2,2,7,s
95,2,2,7,s
96,4,0,7,0
97,4,0,7,0
98,4,0,7,B
99,4,0,7,B
100,5,0,0,9
101,5,0,0,9
102,5,0,2,9
103,5,0,2,9
104,7,0,4,4
105,7,0,4,4
106,7,0,0,4
107,7,0,0,4
108,5,0,9,5
109,5,0,9,5
110,4,0,9,5
111,4,0,9,5
112,2,0,2,7
113,2,0,2,7
114,0,0,4,7
115,0,0,4,7
116,2,B,5,7
117,2,B,5,7
118,2,B,5,7
119,2,B,5,7
120,0,7,4,0
121,0,7,4,0
122,0,7,4,0
123,0,7,4,0
124,0,7,4,0
125,0,7,4,0
126,0,7,4,0
127,0,7,4,0
128,2,7,2,B
129,2,7,2,B
130,2,9,2,B
131,2,9,2,B
132,4,B,7,9
133,4,B,7,9
134,4,B,7,7
135,4,B,7,7
136,5,9,0,9
137,5,9,0,9
138,4,9,0,9
139,4,9,0,9
140,2,9,2,B
141,2,9,2,B
142,2,7,2,B
143,2,7,2,B
144,4,7,2,0
145,4,7,2,0
146,4,7,0,0
147,4,7,0,0
148,2,5,0,7
149,2,5,0,7
150,2,5,B,7
151,2,5,B,7
152,0,4,0,0
153,0,4,0,0
154,0,4,0,0
155,0,4,0,0
156,0,9,0,5
157,0,9,0,5
158,2,9,0,5
159,2,9,0,5
160,4,7,0,0
161,4,7,0,0
162,4,7,0,A
163,4,7,0,A
164,5,9,0,9
165,5,9,0,9
166,5,9,0,7
167,5,9,0,7
168,7,A,0,5
169,7,A,0,5
170,7,A,0,4
171,7,A,0,4
172,9,9,0,5
173,9,9,0,5
174,9,B,0,7
175,9,B,0,7
176,4,0,0,9
177,4,0,0,9
178,4,B,2,9
179,4,B,2,9
180,6,0,2,2
181,6,0,2,2
182,6,2,2,2
183,6,2,2,2
184,7,B,2,7
185,7,B,2,7
186,7,B,2,7
187,7,B,2,7
188,4,7,0,0
189,4,7,0,0
190,5,7,0,2
191,5,7,0,2
192,7,0,0,4
193,7,0,0,4
194,7,0,7,4
195,7,0,7,4
196,9,0,5,5
197,9,0,5,5
198,9,0,4,5
199,9,0,4,5
200,7,2,2,B
201,7,2,2,B
202,5,2,2,B
203,5,2,2,B
204,4,4,9,1
205,4,4,9,1
206,4,4,9,1
207,4,4,9,1
208,5,4,9,2
209,5,4,9,2
210,5,1,9,2
211,5,1,9,2
212,5,2,9,2
213,5,2,9,2
214,5,2,9,2
215,5,2,9,2
216,4,1,9,9
217,4,1,9,9
218,4,1,9,9
219,4,1,9,9
220,9,4,9,1
221,9,4,9,1
222,9,4,7,1
223,9,4,7,1
224,9,2,5,2
225,9,2,5,2
226,9,2,4,4
227,9,2,4,4
228,9,9,2,5
229,9,9,2,5
230,9,5,2,2
231,9,5,2,2
232,2,7,2,A
233,2,7,2,A
234,2,9,1,A
235,2,9,1,A
236,7,A,2,9
237,7,A,2,9
238,7,A,4,7
239,7,A,4,7
240,5,9,1,9
241,5,9,1,9
242,5,9,2,9
243,5,9,2,9
244,4,7,2,9
245,4,7,2,9
246,4,7,1,9
247,4,7,1,9
248,2,5,2,2
249,2,5,2,2
250,2,5,2,2
251,2,5,2,2
252,5,2,9,2
253,5,2,9,2
254,5,2,B,2
255,5,2,B,2
256,4,7,0,4
257,4,7,0,4
258,4,9,0,6
259,4,9,0,6
260,2,A,7,7
261,2,A,7,7
262,2,A,5,7
263,2,A,5,7
264,0,9,3,7
265,0,9,3,7
266,0,7,3,7
267,0,7,3,7
268,2,9,2,6
269,2,9,2,6
270,0,9,2,6
271,0,9,2,6
272,A,9,2,7
273,A,9,2,7
274,A,7,2,7
275,A,7,2,7
276,9,7,0,2
277,9,7,0,2
278,9,6,0,2
279,9,6,0,2
280,7,7,B,7
281,7,7,B,7
282,7,7,B,7
283,7,7,B,7
284,7,7,B,4
285,7,7,B,4
286,7,5,B,4
287,7,5,B,4
288,0,4,0,9
289,0,4,0,9
290,0,2,0,9
291,0,2,0,9
292,2,0,7,7
293,2,0,7,7
294,2,A,7,7
295,2,A,7,7
296,4,0,7,0
297,4,0,7,0
298,4,0,7,B
299,4,0,7,B
300,4,0,9,9
301,4,0,9,9
302,5,0,9,9
303,5,0,9,9
304,7,B,7,4
305,7,B,7,4
306,7,B,7,2
307,7,B,7,2
308,5,0,7,0
309,5,0,7,0
310,4,0,7,0
311,4,0,7,0
312,2,0,9,5
313,2,0,9,5
314,2,0,7,4
315,2,0,7,4
316,4,0,5,2
317,4,0,5,2
318,5,0,5,2
319,5,0,5,2
320,2,0,7,7
321,2,0,7,7
322,2,0,9,5
323,2,0,9,5
324,2,B,7,7
325,2,B,7,7
326,2,B,5,7
327,2,B,5,7
328,0,7,4,0
329,0,7,4,0
330,0,7,4,0
331,0,7,4,0
0,4,0,7,0
1,4,0,7,0
2,4,0,7,0
3,4,0,7,0
4,2,2,7,B
5,2,2,7,B
6,2,2,7,B
7,2,2,7,B
8,4,0,7,A
9,4,0,7,A
10,4,0,7,A
11,4,0,7,A
12,5,0,9,9
13,5,0,9,9
14,5,0,9,9
15,5,0,9,9
16,7,B,2,7
17,7,B,2,7
18,7,0,2,9
19,7,0,2,9
20,7,2,7,B
21,7,2,7,B
22,7,B,7,7
23,7,B,7,7
24,4,0,7,0
25,4,0,7,0
26,4,0,7,0
27,4,0,7,0
28,9,0,5,5
29,9,0,5,5
30,9,0,5,5
31,9,0,5,5
32,7,0,7,4
33,7,0,7,4
34,7,0,7,4
35,7,0,7,4
36,5,0,9,2
37,5,0,9,2
38,5,B,5,2
39,5,B,5,2
40,4,0,7,0
41,4,0,7,0
42,4,0,7,4
43,4,0,7,4
44,2,0,7,7
45,2,0,7,7
46,2,B,7,7
47,2,B,7,7
48,4,0,7,0
49,4,0,7,0
50,4,0,7,0
51,4,0,7,0
52,4,0,7,0
53,4,0,7,0
54,4,0,7,0
55,4,0,7,0
56,s,s,s,s
57,s,s,s,s
58,s,s,s,s
59,s,s,s,s
60,7,4,0,0
61,7,4,0,0
62,7,4,0,0
63,7,4,0,0
64,9,4,0,6
65,9,4,0,6
66,9,2,0,6
67,9,2,0,6
68,B,2,B,7
69,B,2,B,7
70,B,7,B,7
71,B,5,B,7
72,0,4,B,9
73,0,4,B,9
74,0,4,9,0
75,0,4,9,0
76,B,4,7,4
77,B,4,7,4
78,B,4,7,2
79,B,4,7,2
80,9,4,7,0
81,9,4,7,0
82,9,4,7,9
83,9,4,7,9
84,9,2,6,2
85,9,2,6,2
86,9,2,6,2
87,9,2,6,2
