,value
"1,4|57|67",0.09314885726412526
"1,5|6|7",0.0850546744170184
"1,5|6|47",0.12494637258615884
"1,5|7|46",0.0850546744170184
"1,5|46|47",0.2799806416358613
"1,5|46|67",0.23134866396283954
"1,5|47|67",0.23134866396283954
"1,6|7|45",0.0850546744170184
"1,6|45|47",0.12494637258615884
"1,6|45|57",0.12494637258615884
"1,6|47|57",0.12494637258615884
"1,7|45|46",0.0850546744170184
"1,7|45|56",0.0850546744170184
"1,7|46|56",0.0850546744170184
"1,45|46|47",0.2799806416358613
"1,45|46|56",0.32544403417942497
"1,45|46|57",0.32544403417942497
"1,45|46|67",0.23134866396283954
"1,45|46|567",0.32544403417942497
"1,45|47|56",0.2799806416358613
"1,45|47|57",0.2799806416358613
"1,45|47|67",0.23134866396283954
"1,45|47|567",0.2799806416358613
"1,45|56|57",0.992998487807264
"1,45|56|67",0.23134866396283954
"1,45|56|467",0.5020585560411036
"1,45|57|67",0.23134866396283954
"1,45|57|467",0.5020585560411036
"1,45|467|567",0.5020585560411036
"1,46|47|56",0.2799806416358613
"1,46|47|57",0.2799806416358613
"1,46|47|67",0.23134866396283954
"1,46|47|567",0.2799806416358613
"1,46|56|57",0.32544403417942497
"1,46|56|67",0.23134866396283954
"1,46|56|457",0.32544403417942497
"1,46|57|67",0.23134866396283954
"1,46|67|457",0.23134866396283954
"1,46|457|567",0.32544403417942497
"1,47|56|57",0.2799806416358613
"1,47|56|67",0.23134866396283954
"1,47|57|67",0.23134866396283954
"1,47|57|456",0.2799806416358613
"1,47|67|456",0.23134866396283954
"1,47|456|567",0.2799806416358613
"1,56|57|67",0.23134866396283954
"1,56|57|467",0.5020585560411036
"1,56|67|457",0.23134866396283954
"1,56|457|467",0.5020585560411036
"1,57|67|456",0.23134866396283954
"1,57|456|467",0.5020585560411036
"1,67|456|457",0.23134866396283954
"1,456|457|467",0.5020585560411036
"1,456|457|567",1.0930922530369445
"1,456|467|567",0.5020585560411036
"1,457|467|567",0.5020585560411036
"1,4|5|6|7",0.0850546744170184
"1,4|56|57|67",0.09314885726412526
"1,5|46|47|67",0.23134866396283954
"1,6|45|47|57",0.12494637258615884
"1,7|45|46|56",0.0850546744170184
"1,45|46|47|56",0.2799806416358613
"1,45|46|47|57",0.2799806416358613
"1,45|46|47|67",0.23134866396283954
"1,45|46|47|567",0.2799806416358613
"1,45|46|56|57",0.32544403417942497
"1,45|46|56|67",0.23134866396283954
"1,45|46|57|67",0.23134866396283954
"1,45|47|56|57",0.2799806416358613
"1,45|47|56|67",0.23134866396283954
"1,45|47|57|67",0.23134866396283954
"1,45|56|57|67",0.23134866396283954
"1,45|56|57|467",0.5020585560411036
"1,46|47|56|57",0.2799806416358613
"1,46|47|56|67",0.23134866396283954
"1,46|47|57|67",0.23134866396283954
"1,46|56|57|67",0.23134866396283954
"1,46|56|67|457",0.23134866396283954
"1,47|56|57|67",0.23134866396283954
"1,47|57|67|456",0.23134866396283954
"1,456|457|467|567",0.5020585560411036
"1,45|46|47|56|57",0.2799806416358613
"1,45|46|47|56|67",0.23134866396283954
"1,45|46|47|57|67",0.23134866396283954
"1,45|46|56|57|67",0.23134866396283954
"1,45|47|56|57|67",0.23134866396283954
"1,46|47|56|57|67",0.23134866396283954
"1,45|46|47|56|57|67",0.23134866396283954
"2,4",0.10466327635968767
"2,5",0.1668354907091416
"2,6",0.8835065392504349
"2,7",0.6463651027824022
"2,45",0.37359230014383105
"2,46",1.0425885785946012
"2,47",0.8056171017729622
"2,56",1.0289486188778965
"2,57",0.8395850620156974
"2,67",0.9746994709168672
"2,456",1.4090316925406345
"2,457",1.2297590469421527
"2,467",1.1859702139515627
"2,567",1.1607476868036266
"2,4567",1.569638295466738
"2,4|5",0.10466327635968767
"2,4|6",0.10466327635968767
"2,4|7",0.10466327635968767
"2,4|56",0.10466327635968767
"2,4|57",0.10466327635968767
"2,4|67",0.10466327635968767
"2,4|567",0.10466327635968767
"2,5|6",0.1668354907091416
"2,5|7",0.1668354907091416
"2,5|46",0.1668354907091416
"2,5|47",0.1668354907091416
"2,5|67",0.1668354907091416
"2,5|467",0.1668354907091416
"2,6|7",0.6463651027824022
"2,6|45",0.37359230014383105
"2,6|47",0.8056171017729622
"2,6|57",0.8395850620156974
"2,6|457",0.8835065392504349
"2,7|45",0.37359230014383105
"2,7|46",0.6463651027824022
"2,7|56",0.6463651027824022
"2,7|456",0.6463651027824022
"2,45|46",0.37359230014383105
"2,45|47",0.37359230014383105
"2,45|56",0.37359230014383105
"2,45|57",0.37359230014383105
"2,45|67",0.37359230014383105
"2,45|467",0.37359230014383105
"2,45|567",0.37359230014383105
"2,46|47",0.8056171017729622
"2,46|56",1.0289486188778965
"2,46|57",0.8395850620156974
"2,46|67",0.9746994709168672
"2,46|457",1.0425885785946012
"2,46|567",1.0425885785946012
"2,47|56",0.8056171017729622
"2,47|57",0.8056171017729622
"2,47|67",0.8056171017729622
"2,47|456",0.8056171017729622
"2,47|567",0.8056171017729622
"2,56|57",0.8395850620156974
"2,56|67",0.9746994709168672
"2,56|457",1.0289486188778965
"2,56|467",1.0289486188778965
"2,57|67",0.8395850620156974
"2,57|456",0.8395850620156974
"2,57|467",0.8395850620156974
"2,67|456",0.9746994709168672
"2,67|457",0.9746994709168672
"2,456|457",1.2297590469421527
"2,456|467",1.1859702139515627
"2,456|567",1.1607476868036266
"2,457|467",1.1859702139515627
"2,457|567",1.1607476868036266
"2,467|567",1.1607476868036266
"2,4|5|6",0.10466327635968767
"2,4|5|7",0.10466327635968767
"2,4|5|67",0.10466327635968767
"2,4|6|7",0.10466327635968767
"2,4|6|57",0.10466327635968767
"2,4|7|56",0.10466327635968767
"2,4|56|57",0.10466327635968767
"2,4|56|67",0.10466327635968767
"2,4|57|67",0.10466327635968767
"2,5|6|7",0.1668354907091416
"2,5|6|47",0.1668354907091416
"2,5|7|46",0.1668354907091416
"2,5|46|47",0.1668354907091416
"2,5|46|67",0.1668354907091416
"2,5|47|67",0.1668354907091416
"2,6|7|45",0.37359230014383105
"2,6|45|47",0.37359230014383105
"2,6|45|57",0.37359230014383105
"2,6|47|57",0.8056171017729622
"2,7|45|46",0.37359230014383105
"2,7|45|56",0.37359230014383105
"2,7|46|56",0.6463651027824022
"2,45|46|47",0.37359230014383105
"2,45|46|56",0.37359230014383105
"2,45|46|57",0.37359230014383105
"2,45|46|67",0.37359230014383105
"2,45|46|567",0.37359230014383105
"2,45|47|56",0.37359230014383105
"2,45|47|57",0.37359230014383105
"2,45|47|67",0.37359230014383105
"2,45|47|567",0.37359230014383105
"2,45|56|57",0.37359230014383105
"2,45|56|67",0.37359230014383105
"2,45|56|467",0.37359230014383105
"2,45|57|67",0.37359230014383105
"2,45|57|467",0.37359230014383105
"2,45|467|567",0.37359230014383105
"2,46|47|56",0.8056171017729622
"2,46|47|57",0.8056171017729622
"2,46|47|67",0.8056171017729622
"2,46|47|567",0.8056171017729622
"2,46|56|57",0.8395850620156974
"2,46|56|67",0.9746994709168672
"2,46|56|457",1.0289486188778965
"2,46|57|67",0.8395850620156974
"2,46|67|457",0.9746994709168672
"2,46|457|567",1.0425885785946012
"2,47|56|57",0.8056171017729622
"2,47|56|67",0.8056171017729622
"2,47|57|67",0.8056171017729622
"2,47|57|456",0.8056171017729622
"2,47|67|456",0.8056171017729622
"2,47|456|567",0.8056171017729622
"2,56|57|67",0.8395850620156974
"2,56|57|467",0.8395850620156974
"2,56|67|457",0.9746994709168672
"2,56|457|467",1.0289486188778965
"2,57|67|456",0.8395850620156974
"2,57|456|467",0.8395850620156974
"2,67|456|457",0.9746994709168672
"2,456|457|467",1.1859702139515627
"2,456|457|567",1.1607476868036266
"2,456|467|567",1.1607476868036266
"2,457|467|567",1.1607476868036266
"2,4|5|6|7",0.10466327635968767
"2,4|56|57|67",0.10466327635968767
"2,5|46|47|67",0.1668354907091416
"2,6|45|47|57",0.37359230014383105
"2,7|45|46|56",0.37359230014383105
"2,45|46|47|56",0.37359230014383105
"2,45|46|47|57",0.37359230014383105
"2,45|46|47|67",0.37359230014383105
"2,45|46|47|567",0.37359230014383105
"2,45|46|56|57",0.37359230014383105
"2,45|46|56|67",0.37359230014383105
"2,45|46|57|67",0.37359230014383105
"2,45|47|56|57",0.37359230014383105
"2,45|47|56|67",0.37359230014383105
"2,45|47|57|67",0.37359230014383105
"2,45|56|57|67",0.37359230014383105
"2,45|56|57|467",0.37359230014383105
"2,46|47|56|57",0.8056171017729622
"2,46|47|56|67",0.8056171017729622
"2,46|47|57|67",0.8056171017729622
"2,46|56|57|67",0.8395850620156974
"2,46|56|67|457",0.9746994709168672
"2,47|56|57|67",0.8056171017729622
"2,47|57|67|456",0.8056171017729622
"2,456|457|467|567",1.1607476868036266
"2,45|46|47|56|57",0.37359230014383105
"2,45|46|47|56|67",0.37359230014383105
"2,45|46|47|57|67",0.37359230014383105
"2,45|46|56|57|67",0.37359230014383105
"2,45|47|56|57|67",0.37359230014383105
"2,46|47|56|57|67",0.8056171017729622
"2,45|46|47|56|57|67",0.37359230014383105
"3,4",0.1226608738665966
"3,5",0.13696992173595243
"3,6",0.6449345811814058
"3,7",0.8774955635844304
"3,45",0.3579120811470648
"3,46",0.8178588334613464
"3,47",1.0436707025016738
"3,56",0.8045294168448937
"3,57",1.0162615841024703
"3,67",0.9341872317316169
"3,456",1.209557873744059
"3,457",1.405298660567475
"3,467",1.1476956717466156
"3,567",1.1095003286078446
"3,4567",1.5342990320934706
"3,4|5",0.1226608738665966
"3,4|6",0.1226608738665966
"3,4|7",0.1226608738665966
"3,4|56",0.1226608738665966
"3,4|57",0.1226608738665966
"3,4|67",0.1226608738665966
"3,4|567",0.1226608738665966
"3,5|6",0.13696992173595243
"3,5|7",0.13696992173595243
"3,5|46",0.13696992173595243
"3,5|47",0.13696992173595243
"3,5|67",0.13696992173595243
"3,5|467",0.13696992173595243
"3,6|7",0.6449345811814058
"3,6|45",0.3579120811470648
"3,6|47",0.6449345811814058
"3,6|57",0.6449345811814058
"3,6|457",0.6449345811814058
"3,7|45",0.3579120811470648
"3,7|46",0.8178588334613464
"3,7|56",0.8045294168448937
"3,7|456",0.8774955635844304
"3,45|46",0.3579120811470648
"3,45|47",0.3579120811470648
"3,45|56",0.3579120811470648
"3,45|57",0.3579120811470648
"3,45|67",0.3579120811470648
"3,45|467",0.3579120811470648
"3,45|567",0.3579120811470648
"3,46|47",0.8178588334613464
"3,46|56",0.8045294168448937
"3,46|57",0.8178588334613464
"3,46|67",0.8178588334613464
"3,46|457",0.8178588334613464
"3,46|567",0.8178588334613464
"3,47|56",0.8045294168448937
"3,47|57",1.0162615841024703
"3,47|67",0.9341872317316169
"3,47|456",1.0436707025016738
"3,47|567",1.0436707025016738
"3,56|57",0.8045294168448937
"3,56|67",0.8045294168448937
"3,56|457",0.8045294168448937
"3,56|467",0.8045294168448937
"3,57|67",0.9341872317316169
"3,57|456",1.0162615841024703
"3,57|467",1.0162615841024703
"3,67|456",0.9341872317316169
"3,67|457",0.9341872317316169
"3,456|457",1.209557873744059
"3,456|467",1.1476956717466156
"3,456|567",1.1095003286078446
"3,457|467",1.1476956717466156
"3,457|567",1.1095003286078446
"3,467|567",1.1095003286078446
"3,4|5|6",0.1226608738665966
"3,4|5|7",0.1226608738665966
"3,4|5|67",0.1226608738665966
"3,4|6|7",0.1226608738665966
"3,4|6|57",0.1226608738665966
"3,4|7|56",0.1226608738665966
"3,4|56|57",0.1226608738665966
"3,4|56|67",0.1226608738665966
"3,4|57|67",0.1226608738665966
"3,5|6|7",0.13696992173595243
"3,5|6|47",0.13696992173595243
"3,5|7|46",0.13696992173595243
"3,5|46|47",0.13696992173595243
"3,5|46|67",0.13696992173595243
"3,5|47|67",0.13696992173595243
"3,6|7|45",0.3579120811470648
"3,6|45|47",0.3579120811470648
"3,6|45|57",0.3579120811470648
"3,6|47|57",0.6449345811814058
"3,7|45|46",0.3579120811470648
"3,7|45|56",0.3579120811470648
"3,7|46|56",0.8045294168448937
"3,45|46|47",0.3579120811470648
"3,45|46|56",0.3579120811470648
"3,45|46|57",0.3579120811470648
"3,45|46|67",0.3579120811470648
"3,45|46|567",0.3579120811470648
"3,45|47|56",0.3579120811470648
"3,45|47|57",0.3579120811470648
"3,45|47|67",0.3579120811470648
"3,45|47|567",0.3579120811470648
"3,45|56|57",0.3579120811470648
"3,45|56|67",0.3579120811470648
"3,45|56|467",0.3579120811470648
"3,45|57|67",0.3579120811470648
"3,45|57|467",0.3579120811470648
"3,45|467|567",0.3579120811470648
"3,46|47|56",0.8045294168448937
"3,46|47|57",0.8178588334613464
"3,46|47|67",0.8178588334613464
"3,46|47|567",0.8178588334613464
"3,46|56|57",0.8045294168448937
"3,46|56|67",0.8045294168448937
"3,46|56|457",0.8045294168448937
"3,46|57|67",0.8178588334613464
"3,46|67|457",0.8178588334613464
"3,46|457|567",0.8178588334613464
"3,47|56|57",0.8045294168448937
"3,47|56|67",0.8045294168448937
"3,47|57|67",0.9341872317316169
"3,47|57|456",1.0162615841024703
"3,47|67|456",0.9341872317316169
"3,47|456|567",1.0436707025016738
"3,56|57|67",0.8045294168448937
"3,56|57|467",0.8045294168448937
"3,56|67|457",0.8045294168448937
"3,56|457|467",0.8045294168448937
"3,57|67|456",0.9341872317316169
"3,57|456|467",1.0162615841024703
"3,67|456|457",0.9341872317316169
"3,456|457|467",1.1476956717466156
"3,456|457|567",1.1095003286078446
"3,456|467|567",1.1095003286078446
"3,457|467|567",1.1095003286078446
"3,4|5|6|7",0.1226608738665966
"3,4|56|57|67",0.1226608738665966
"3,5|46|47|67",0.13696992173595243
"3,6|45|47|57",0.3579120811470648
"3,7|45|46|56",0.3579120811470648
"3,45|46|47|56",0.3579120811470648
"3,45|46|47|57",0.3579120811470648
"3,45|46|47|67",0.3579120811470648
"3,45|46|47|567",0.3579120811470648
"3,45|46|56|57",0.3579120811470648
"3,45|46|56|67",0.3579120811470648
"3,45|46|57|67",0.3579120811470648
"3,45|47|56|57",0.3579120811470648
"3,45|47|56|67",0.3579120811470648
"3,45|47|57|67",0.3579120811470648
"3,45|56|57|67",0.3579120811470648
"3,45|56|57|467",0.3579120811470648
"3,46|47|56|57",0.8045294168448937
"3,46|47|56|67",0.8045294168448937
"3,46|47|57|67",0.8178588334613464
"3,46|56|57|67",0.8045294168448937
"3,46|56|67|457",0.8045294168448937
"3,47|56|57|67",0.8045294168448937
"3,47|57|67|456",0.9341872317316169
"3,456|457|467|567",1.1095003286078446
"3,45|46|47|56|57",0.3579120811470648
"3,45|46|47|56|67",0.3579120811470648
"3,45|46|47|57|67",0.3579120811470648
"3,45|46|56|57|67",0.3579120811470648
"3,45|47|56|57|67",0.3579120811470648
"3,46|47|56|57|67",0.8045294168448937
"3,45|46|47|56|57|67",0.3579120811470648
"01,4",0.6659649911704167
"01,5",1.0047782323097898
"01,6",0.3253008222402431
"01,7",0.30587606606332046
"01,45",1.9986772789790548
"01,46",1.3229953348227317
"01,47",1.2844582369430224
"01,56",1.5306651154599757
"01,57",1.541491041349812
"01,67",0.5739775773707975
"01,456",2.819150228182882
"01,457",2.811723743682554
"01,467",1.6601169282208486
"01,567",1.778700240080387
"01,4567",3.08173726918131
"01,4|5",0.6659649911704167
"01,4|6",0.3253008222402431
"01,4|7",0.30587606606332046
"01,4|56",0.6659649911704167
"01,4|57",0.6659649911704167
"01,4|67",0.5739775773707975
"01,4|567",0.6659649911704167
"01,5|6",0.3253008222402431
"01,5|7",0.30587606606332046
"01,5|46",1.0047782323097898
"01,5|47",1.0047782323097898
"01,5|67",0.5739775773707975
"01,5|467",1.0047782323097898
"01,6|7",0.30587606606332046
"01,6|45",0.3253008222402431
"01,6|47",0.3253008222402431
"01,6|57",0.3253008222402431
"01,6|457",0.3253008222402431
"01,7|45",0.30587606606332046
"01,7|46",0.30587606606332046
"01,7|56",0.30587606606332046
"01,7|456",0.30587606606332046
"01,45|46",1.3229953348227317
"01,45|47",1.2844582369430224
"01,45|56",1.5306651154599757
"01,45|57",1.541491041349812
"01,45|67",0.5739775773707975
"01,45|467",1.6601169282208486
"01,45|567",1.778700240080387
"01,46|47",1.2844582369430224
"01,46|56",1.3229953348227317
"01,46|57",1.3229953348227317
"01,46|67",0.5739775773707975
"01,46|457",1.3229953348227317
"01,46|567",1.3229953348227317
"01,47|56",1.2844582369430224
"01,47|57",1.2844582369430224
"01,47|67",0.5739775773707975
"01,47|456",1.2844582369430224
"01,47|567",1.2844582369430224
"01,56|57",1.5306651154599757
"01,56|67",0.5739775773707975
"01,56|457",1.5306651154599757
"01,56|467",1.5306651154599757
"01,57|67",0.5739775773707975
"01,57|456",1.541491041349812
"01,57|467",1.541491041349812
"01,67|456",0.5739775773707975
"01,67|457",0.5739775773707975
"01,456|457",2.811723743682554
"01,456|467",1.6601169282208486
"01,456|567",1.778700240080387
"01,457|467",1.6601169282208486
"01,457|567",1.778700240080387
"01,467|567",1.6601169282208486
"01,4|5|6",0.3253008222402431
"01,4|5|7",0.30587606606332046
"01,4|5|67",0.5739775773707975
"01,4|6|7",0.30587606606332046
"01,4|6|57",0.3253008222402431
"01,4|7|56",0.30587606606332046
"01,4|56|57",0.6659649911704167
"01,4|56|67",0.5739775773707975
"01,4|57|67",0.5739775773707975
"01,5|6|7",0.30587606606332046
"01,5|6|47",0.3253008222402431
"01,5|7|46",0.30587606606332046
"01,5|46|47",1.0047782323097898
"01,5|46|67",0.5739775773707975
"01,5|47|67",0.5739775773707975
"01,6|7|45",0.30587606606332046
"01,6|45|47",0.3253008222402431
"01,6|45|57",0.3253008222402431
"01,6|47|57",0.3253008222402431
"01,7|45|46",0.30587606606332046
"01,7|45|56",0.30587606606332046
"01,7|46|56",0.30587606606332046
"01,45|46|47",1.2844582369430224
"01,45|46|56",1.3229953348227317
"01,45|46|57",1.3229953348227317
"01,45|46|67",0.5739775773707975
"01,45|46|567",1.3229953348227317
"01,45|47|56",1.2844582369430224
"01,45|47|57",1.2844582369430224
"01,45|47|67",0.5739775773707975
"01,45|47|567",1.2844582369430224
"01,45|56|57",1.5306651154599757
"01,45|56|67",0.5739775773707975
"01,45|56|467",1.5306651154599757
"01,45|57|67",0.5739775773707975
"01,45|57|467",1.541491041349812
"01,45|467|567",1.6601169282208486
"01,46|47|56",1.2844582369430224
"01,46|47|57",1.2844582369430224
"01,46|47|67",0.5739775773707975
"01,46|47|567",1.2844582369430224
"01,46|56|57",1.3229953348227317
"01,46|56|67",0.5739775773707975
"01,46|56|457",1.3229953348227317
"01,46|57|67",0.5739775773707975
"01,46|67|457",0.5739775773707975
"01,46|457|567",1.3229953348227317
"01,47|56|57",1.2844582369430224
"01,47|56|67",0.5739775773707975
"01,47|57|67",0.5739775773707975
"01,47|57|456",1.2844582369430224
"01,47|67|456",0.5739775773707975
"01,47|456|567",1.2844582369430224
"01,56|57|67",0.5739775773707975
"01,56|57|467",1.5306651154599757
"01,56|67|457",0.5739775773707975
"01,56|457|467",1.5306651154599757
"01,57|67|456",0.5739775773707975
"01,57|456|467",1.541491041349812
"01,67|456|457",0.5739775773707975
"01,456|457|467",1.6601169282208486
"01,456|457|567",1.778700240080387
"01,456|467|567",1.6601169282208486
"01,457|467|567",1.6601169282208486
"01,4|5|6|7",0.30587606606332046
"01,4|56|57|67",0.5739775773707975
"01,5|46|47|67",0.5739775773707975
"01,6|45|47|57",0.3253008222402431
"01,7|45|46|56",0.30587606606332046
"01,45|46|47|56",1.2844582369430224
"01,45|46|47|57",1.2844582369430224
"01,45|46|47|67",0.5739775773707975
